Title,Actual Price,Description,Available Colors
New!Stylus Mens Regular Fit Short Sleeve Supersoft Essential Polo Shirt,$24.99,"Features: Moisture Wicking
Closure Type: Button
Fit: Regular Fit
Sleeve Length: Short Sleeve
Apparel Length: 29 Inches
Fiber Content: 94% Polyester, 6% Spandex
Fabric Description: Jersey
Collar: Spread Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Tan"" , ""Black"" "
Stafford Coolmax All Season Ecomade Mens Slim Slim Fit Suit Pants,$110,"Constructed with Stafford's Coolmax technology, this pair of men's suit pants will keep you cool and comfortable throughout the seasons. This timeless tailored pant is made from a stretch wool-blend in a slim-fit with straight legs and features a button-zip fly and side and back pockets. Wear with the matching suit jacket for a complete look.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric, Adjustable Waist
Closure Type: Button, Zipper
Fit: Slim Fit
Pockets: 2 Back Button Pockets, 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 51% Wool, 47% Polyester, 2% Spandex
Fabric Description: Woven
Lining: Lined
Lining Material: Polyester","""Charcoal"" "
Arizona Big and Tall Mens Short Sleeve Button-Down Shirt,$32.99,"Cut for a regular-fit, this men's big and tall short-sleeve button-down shirt by Arizona is a warm-weather wardrobe essential. It's made from a soft cotton-poplin with a cactus pattern and has a point collar and a chest pocket. Style it with jeans or denim shorts.
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Apparel Length: 33 Inches
Fiber Content: 97% Cotton, 3% Spandex
Fabric Description: Woven, Poplin
Collar: Point Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Cactus Ditsy"" , ""Sun Ditsy"" "
"Stylus 9"" Mens Chino Short",$34.99,"This pair of Stylus men's chino shorts is a worthy addition to your warm-weather wardrobe. Cut in a 9"" length, they are made from soft fabric in a regular-fit with a button-zip fly and side and back pockets. Wear it with a short-sleeve polo t-shirt and sneakers.
Front Style: Flat Front
Features: Fly Front
Closure Type: Zipper, Button
Fit: Classic Fit
Pockets: 1 Back Zip Pocket, 2 Side Slip Pockets, 1 Side Zip Pocket
Rise: At Waist
Short Length: Mid Length
Fiber Content: 100% Polyester
Fabric Description: Tricot
Inseam: 9 In
Care: Machine Wash, Tumble Dry","""Black"" , ""Charcoal Smoke"" , ""Gold Dust"" "
Reebok Mesh Mens Basketball Short,$26.25,"Made from a breathable mesh knit, this pair of men's logo basketball shorts from Reebok are made to go further than the courts. They have an elastic-drawstring waistband and side slip pockets. Wear yours for a workout, lounging at home, or a chill day with friends.
Front Style: Flat Front
Features: Breathable
Closure Type: Full Elastic, Drawstring
Fit: Regular Fit
Pockets: 2 Side Slip Pockets
Rise: At Waist
Short Length: Mid Length
Fiber Content: 100% Recycled Polyester
Fabric Description: Doubleknit
Inseam: 9 In
Care: Machine Wash, Tumble Dry","""Black"" , ""Grey"" , ""Vector Blue"" , ""Vector Red"" , ""Vector Navy"" , ""Bold Cyan"" "
J. Ferrar Mens Big and Tall Stretch Fabric Classic Fit Sport Coat,$89.99,"This pastel-hued men's big and tall suit jacket will make a sharp style impression at your next special occasion or event, especially in the warmer months. Crafted from a woven stretch blend, this lined single-breasted jacket has a classic-fit with multiple pockets, notch lapels, and a single button closure. Wear it with jeans or pants and a dress shirt for a complete look.
Front Style: Single Breasted
Features: Stretch Fabric, Lined
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Chest Slip Pocket, 1 Inside Slip Pocket, 2 Front Flap Pockets
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve
Apparel Length: 30 Inches","""Teal"" "
J. Ferrar Ultra Mens Big and Tall Stretch Fabric Regular Fit Tuxedo Pants,$110,"This pair of men's tuxedo pants from J. Ferrar is the perfect companion for a special occasion. It's cut for a regular-fit from a woven stretch-blend that gives added comfort and is designed with a hook-and-eye with zip closure and back pockets. Pair with the matching tuxedo jacket and sleek oxfords for a wedding.
Front Style: Flat Front
Features: Stretch Fabric, Lined
Closure Type: Button W/Hook&eye
Fit: Regular Fit
Pockets: 2 Back Button Pockets
Rise: At Waist
Fiber Content: 60% Polyester, 33% Rayon, 7% Lycra Spandex
Fabric Description: Woven
Lining: Partially Lined
Lining Material: Polyester","""Black"" "
Hanes 2-Pack Unisex Adult Mid Rise Cinched Sweatpant,$37,"When it comes to sweatpants, two is better than one, and with this 2-pack of fleece sweats for men, you'll never be without a fresh pair. Hanes ecosmart® men’s sweatpants offer a perfect fit, thanks to different front and back measurements. The sporty design is crafted from sturdy high-stitch, medium-weight fleece blend featuring cotton sourced from american farms. Featuring cinched cuffs, these men’s sweatpants have an inner drawcord and stretch waistband for move-with-you comfort. 
Front Style: Flat Front
# Pieces In Set: 2
Closure Type: Full Elastic
Fit: Classic Fit
Pockets: 2 Side Slip Pockets
Rise: Mid Rise
Fiber Content: 50% Cotton, 50% Polyester","""Black Light Steel"" , ""Black"" , ""Charcoal Heather"" , ""Deep Red"" , ""Deep Royal"" , ""Light Steel"" , ""Light Steel Navy"" , ""Navy"" "
Circumstance Mens Big and Tall Classic Fit Suit Jacket,$108,"Every man's wardrobe requires a classic suit jacket, and this tailored single-breasted style from Circumstance's big and tall collection is made from a woven blend with a bit of stretch with a notch lapel, long sleeves with button cuffs, multiple pockets, and front button fastenings. Wear it over a button-down or tee with pants and oxford shoes.
Front Style: Single Breasted
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Chest Slip Pocket, 2 Front Flap Pockets, 1 Inside Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve
Fiber Content: 69% Polyester, 29% Viscose, 2% Spandex
Fabric Description: Woven
Lining: Lined","""Black"" "
J. Ferrar Mens Short Sleeve Mock Neck Top,$24.99,"This J. Ferrar men's mock neck top is a sleek style essential to have on hand. Made from a soft stretch-knit, this fitted short-sleeve pullover has a crew neckline and ribbed trims. Wear it with pants or jeans.
2nd Piece Sleeve Length: Short Sleeves
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Apparel Length: 27.5 Inches
Fiber Content: 85% Rayon, 15% Polyester
Fabric Description: Knit
Care: Machine Wash
Country of Origin: Imported","""Black"" , ""Tan"" "
U.S. Polo Assn. Performance Mens Classic Fit Short Sleeve Polo Shirt,$26.99,"This U.S. Polo Assn. men's striped short-sleeve polo shirt is a versatile staple for all your sporting and leisure activities. It's spun from a soft, stretchy moisture-wicking blend and has a classic spread collar and button closure, complete with the brand's logo embroidered at the front. Team it with shorts or jeans.
Features: Piped, Embroidered, Moisture Wicking, Stretch Fabric
Closure Type: Button, Pullover Head
Fit: Classic Fit
Neckline: Y Neck
Sleeve Length: Short Sleeve
Fiber Content: 95% Polyester, 5% Spandex
Fabric Description: Jersey
Collar: Spread Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Black"" , ""Electric Lime"" "
adidas Mens Long Sleeve Hoodie,$48.75,"This full-zip hoodie from the adidas men's collection is an off-duty and workout style essential. Made from soft cotton-fleece, this long-sleeve hooded sweatshirt features front slip pockets and the brand's signature stripes and logo. Style it with jogger pants or workout shorts.
Features: Hooded
Closure Type: Zipper
Fit: Regular Fit
Neckline: Hooded Neck
Pockets: 2 Front Slip Pockets
Sleeve Length: Long Sleeve
Apparel Length: 29 Inches
Fiber Content: 78% Cotton, 22% Polyester
Fabric Description: Fleece
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Black"" , ""Medium Grey Htr"" , ""Legend Ink"" , ""Olive Strata"" "
Champion Big and Tall Mens Crew Neck Short Sleeve Pocket T-Shirt,$18,"Crafted from breathable, soft cotton, Champion's crew neck men's t-shirt has a chest pocket and short sleeves. Wear this essential tee with joggers or jeans and sneakers.
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Cotton
Fabric Description: Woven
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Oxford Heather"" , ""Zaffre"" , ""Black"" , ""Candid Blue"" , ""Heather Grey"" , ""Granite Heather"" , ""Navy"" , ""Taffy Green"" , ""Crimson"" , ""White"" , ""Cardinal"" , ""Cargo Olive"" , ""Columbia Blue"" , ""Dark Green"" , ""Royal"" , ""Scarlet"" "
adidas Chelsea Mens Mid Rise Workout Shorts,$30,"This pair of men's adidas Chelsea shorts is perfect for your everyday rotation for workouts or casual outings. They are made from a soft recycled woven blend with an elastic-drawstring waist, side pockets, and the brand's signature markings. Wear them with a t-shirt and a hoodie for a casual look.
Front Style: Flat Front
Closure Type: Full Elastic
Fit: Regular Fit
Pockets: 2 Front Slip Pockets
Rise: Mid Rise
Short Length: Mid Length
Fiber Content: 100% Recycled Polyester
Fabric Description: Plain Woven
Inseam: 7 In
Care: Tumble Dry, Machine Wash","""Black"" , ""Dark Blue"" , ""Medium Red"" , ""Dark Grey"" "
Wrangler® Regular Fit Jean,$36.99,"Whether running errands or out on the town, these jeans can handle it all. Constructed with a regular fit through the seat and thigh, straight leg, and a rise that sits jut below the waist for a fit that is easy and simple to wear. Features wrangler® flex fit denim for added comfort and wearability.
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Front Slip Pockets, 1 Front Coin Pocket, 2 Back Slip Pockets
Rise: Mid Rise
Fiber Content: 99% Cotton, 1% Spandex
Fabric Description: Denim
Care: Tumble Dry, Machine Wash
Jean Style: Regular Fit Jeans, Straight Leg Jeans
Country of Origin: Imported","""Blackened Indigo"" , ""Black"" "
Shaquille O'Neal XLG Mens Big and Tall Linen Short,$29.99,"Whether paired with the matching short-sleeve button-down shirt or simply a t-shirt, this pair of printed Shaquille O'Neal XLG shorts are perfect for warm days or pack on vacation. Woven from a soft linen-cotton blend in a classic-fit, they have a button-zip fly and side and back pockets.
Front Style: Pleated Front
Closure Type: Zipper, Button
Fit: Classic Fit
Pockets: 2 Back Slip Pockets, 2 Front Slip Pockets
Rise: Mid Rise
Short Length: Mid Length
Fiber Content: 55% Linen, 45% Cotton
Fabric Description: Plain Weave
Inseam: 9 In
Care: Machine Wash, Tumble Dry","""Tan Black Prt"" "
Stafford Signature Coolmax Birdseye Mens Slim Stretch Fabric Slim Fit Suit Jacket,$220,"Tailored in a classic-fit, this men's Birdseye blazer from Stafford's Signature collection is made with CoolMax technology woven into its moisture-wicking, recycled, stretch-wool fabric to keep you cool and comfortable throughout the seasons. This lined single-breasted suit jacket has a chest pocket, side slip pockets, and an inner slip pocket, complete with a two-button closure. Wear it with the matching suit pants for a complete formal look.
Front Style: Single Breasted
Features: Stretch Fabric, Interior Pockets, Lined
Closure Type: Button
Fit: Slim Fit
Pockets: 1 Chest Slip Pocket, 1 Inside Button Pocket, 2 Front Flap Pockets
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve","""Blue Birdseye"" "
Gold Toe Stanton 6 Pair Crew Socks Mens,$22,"This 6-pack of men's crew socks from Gold Toe is made from a soft stretch knit reinforced for comfort and protection. The breathable fabric makes them perfect to wear during any weather.
# Pieces In Set: 6 Pair
Features: Moisture Wicking
Shoe Size Range: 6-12 1/2
Fiber Content: 44% Cotton, 29% Acrylic, 19% Polyester, 6% Nylon, 2% Spandex
Fabric Description: Knit
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Gray Black"" , ""Brown Navy Black"" , ""Blue Navy"" "
Hanes Mens Heavyweight Beefy Long Sleeve Colorblock Raglan Henley,$28,"Features: Tag Free
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Henley Neck
Sleeve Length: Long Sleeve
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Oxford Grey"" , ""Camo Green Grey"" , ""Oxford Navy"" "
New!Arizona Big and Tall Mens Classic Fit Short Sleeve Striped Rugby Shirt,$34.99,"Closure Type: Pullover Head
Fit: Classic Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Apparel Length: 28.5 Inches
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Cream Stripe"" , ""Silverpine"" "
Levi's Roller Buckle Mens Reversible Belt,$36,"This Levi's Roller Buckle Reversible Belt is the perfect casual belt for everyday wear. The two in one reversible style gives you double the wearing options - simply pull up the buckle at the hinge and twist to alternate between strap sides. Details like the tonal edge stitching, textured roller bar buckle with engraved Levi's LS&Co logo, and 1 1/2 inch wide strap with 7 holes for an adjustable fit make this casual belt a functional wardrobe staple in timeless Levi's style.
Features: Reversible
Base Material: 100% Polyurethane
Fabric Description: Faux Leather
Belt Width: 1 3/4 In
Care: Wipe Clean
Country of Origin: Imported","""Black Brown"" "
mutual weave Stretch Poplin Big and Tall Mens Athletic Fit Long Sleeve Button-Down Shirt,$32.99,"Made from a breathable linen-cotton blend, this men's mutual weave button-down from their big and tall collection is built for an athletic-fit that's made for warmer seasons. It has a spread collar, chest pocket, long sleeves, button cuffs, and a curved hem. Wear it open over a t-shirt with jeans and sneakers.
Closure Type: Button
Fit: Athletic Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Apparel Length: 29.5 Inches - Back
Fiber Content: 55% Linen, 45% Cotton
Fabric Description: Woven, Chambray
Collar: Point Collar
Care: Tumble Dry, Machine Wash","""Khaki Porcelain"" , ""Custard"" "
mutual weave Mens Classic Fit Short Sleeve Striped Camp Shirt,$27.99,"This striped men's camp shirt by mutual weave is tailored from 100% cotton for the ultimate in warm-weather style. Cut for a classic-fit, this short-sleeve button-down has a chest slip pocket - wear yours with jeans.
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 100% Cotton
Fabric Description: Woven, Dobby
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""India Ink Dobby"" , ""Cloud Dancer Dobby"" "
J. Ferrar Ultra Mens Stretch Fabric Regular Fit Tuxedo Pants,$70,"This pair of men's tuxedo pants from J. Ferrar is the perfect companion for a special occasion. It's cut for a slim-fit from a woven ultra stretch-blend that gives added comfort and is designed with a hook-and-eye with zip closure and side and back pockets. Pair with the matching tuxedo jacket and sleek oxfords for a wedding.
Front Style: Flat Front
Features: Stretch Fabric, Lined
Closure Type: Zipper, Hook & Eye
Fit: Regular Fit
Pockets: 2 Back Button Pockets, 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 60% Polyester, 33% Rayon, 7% Lycra Spandex
Fabric Description: Woven
Lining: Partially Lined
Lining Material: Polyester","""Black"" "
Shaquille O'Neal XLG Big and Tall Black Mens Stretch Fabric Classic Fit Suit Vest,$69.99,"Ideal for wearing over a collared shirt or tee, this suit vest from Shaquille O'Neal's XLG men's big and tall collection is tailored from soft woven fabric with stretch for added comfort. It has a button-front closure, side welt pockets, a satin-like back design, and an adjustable d-ring back closure for your perfect fit.
Front Style: Single Breasted
Features: Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Front Slip Pockets
Sleeve Length: Long Sleeve
Fiber Content: 75% Polyester, 22% Viscose, 3% Elastane
Fabric Description: Woven
Lining: Lined
Lining Material: Polyester","""Black"" "
New!Van Heusen Mens Moisture Wicking Regular Fit Short Sleeve Floral Button-Down Shirt,$29.99,"Comfortable drape with brushed finish.
Features: Dri Fit, Quick Dry, Moisture Wicking
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 70% Polyester, 30% Recycled Polyester
Fabric Description: Woven
Collar: Point Collar
Care: Machine Wash
Country of Origin: Imported","""Hydro"" "
New!Arizona Mens Big and Tall Baggy Fit Jogger Pant,$39.99,"Front Style: Flat Front
Closure Type: Drawstring, Full Elastic
Concerns: Rear Solutions
Fit: Baggy Fit
Pockets: 2 Side Slip Pockets, 2 Back Flap Pockets
Rise: Mid Rise
Fiber Content: 98% Cotton, 2% Spandex
Fabric Description: Ripstop, Dobby
Leg Style: Straight Leg
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Black"" "
adidas Mens Slim Short Sleeve Jersey,$15,"A moisture-absorbing soccer jersey made in part with recycled materials.
Closure Type: Pullover Head
Fit: Slim Fit
Neckline: V Neck
Sleeve Length: Short Sleeve
Apparel Length: 29 Inches
Fiber Content: 100% Recycled Polyester
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Material: Polyester
Country of Origin: Imported","""Team Power Red"" , ""White"" , ""Team Royal Blue"" , ""Team Green White"" "
J. Ferrar Mens Super Slim Fit Easy Care Stretch Fabric Long Sleeve Dress Shirt,$39.99,"J. Ferrar tailored this button-down men's dress shirt with your silhouette in mind. It's cut for a super slim-fit from stretch-cotton poplin with recycled fabric and it has a classic point collar, long cuffed sleeves, and an interior pocket. Pair this easy-care style with everything from denim to suit pants.
Features: Stretch Fabric, Easy Care
Closure Type: Button
Fit: Super Slim Fit
Neckline: Collar Neck
Pockets: 1 Inside Coin Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 32 Inches - Back
Fiber Content: 55% Cotton, 36% Recycled Polyester, 7% Polyester, 2% Spandex","""White"" , ""Gray Dot Geo"" , ""Black"" "
Van Heusen Mens Regular Fit Short Sleeve Pocket Polo Shirt,$29.99,"You'll appreciate this Van Heusen men's short-sleeve printed shirt for warm weather outings. Made from a recycled stretch-cotton that's stain-resistant and wrinkle-free to keep your look fresh, this button-down also has a chest pocket and a point collar. Pair it with shorts or jeans.
Features: Wrinkle Free, Stretch Fabric, Stain Resistant
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 65% Cotton, 31% Recycled Polyester, 4% Elastane
Fabric Description: Woven
Collar: Spread Collar
Care: Machine Wash","""Fire Whirl"" "
Shaquille O'Neal XLG Mens Big and Tall Regular Fit Flat Front Pant,$49.99,"Shaquille O'Neal's XLG mid-rise pants from the men's big and tall collection are cut for a regular-fit in a straight silhouette, so they'll pair with your choice of jackets and footwear. They have a flat front, a drawstring closure, and side and back pockets. Style yours with a blazer, or dress them casually with a t-shirt and sneakers.
Front Style: Flat Front
Features: Drawstring
Closure Type: Drawstring
Fit: Regular Fit
Pockets: 2 Side Slip Pockets, 2 Back Button Pockets
Rise: Mid Rise
Fiber Content: 78% Polyester, 22% Elastane
Fabric Description: Linen
Leg Style: Straight Leg
Care: Tumble Dry, Machine Wash","""Black"" "
St. John's Bay Universal Easy Care Extender Mens Big and Tall Relaxed Fit Flat Front Pant,$39.99,"Look professional while being comfortable in this pair of men's relaxed-fit flat-front pants from St. John's Bay. They are crafted from a stretch-cotton twill with recycled fabric and built with the brand's universal easy-care technology for wrinkle-free styling. They have a button-zip fly, side and back pockets, and straight legs. Style them with everything from a t-shirt with sneakers to a button-down and oxford shoes.
Front Style: Flat Front
Features: Fly Front, Wrinkle Resistant, Stretch Fabric, Wrinkle Free
Closure Type: Button & Zipper
Fit: Relaxed Fit
Pockets: 2 Front Slip Pockets, 2 Back Button Pockets
Rise: Mid Rise
Fiber Content: 62% Cotton, 36% Recycled Polyester, 2% Spandex
Fabric Description: Twill
Inseam: 30 In","""Signature Navy"" , ""Hutton Brown"" "
mutual weave Stretch 5 Pocket Mens Slim Pant,$34.99,"Mutual Weave is known for its timeless style with a lived-in appeal, and these men's slim-fit flat-front pants hit all the marks. Crafted from soft stretch-cotton twill, they feature a button-zip fly and 5-pocket detailing.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Fit: Slim Fit
Pockets: 2 Back Slip Pockets, 1 Front Coin Pocket, 2 Front Slip Pockets
Rise: Mid Rise
Fiber Content: 98% Cotton, 2% Elastane
Fabric Description: Twill, Woven
Leg Style: Slim Leg
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""French Indigo"" , ""Toasted Coconut"" , ""Iron"" , ""Porcelain Khaki"" , ""Olive Bark"" "
New!Van Heusen Mens Regular Fit Short Sleeve Floral Button-Down Shirt,$29.99,"Features: Easy Care
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 70% Polyester, 30% Recycled Polyester
Fabric Description: Woven
Collar: Point Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Black"" "
Xersion Performance Mens Moisture Wicking Big and Tall Workout Pant,$36,"This pair of Xersion Performance men's big and tall workout pants are designed to help you get the most out of your workouts in comfortable style. Crafted from a soft stretch quick-dry fabric with moisture-wicking properties to keep you dry and fresh on the go, this straight-leg pair have a flat front elastic-drawstring waist and side slip pockets. Wear them with a tee or tank top.
Front Style: Flat Front
Features: Quick Dry, Moisture Wicking, Dri Fit
Closure Type: Full Elastic, Drawstring
Fit: Regular Fit
Pockets: 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 87% Polyester, 13% Spandex
Fabric Description: Interlock
Inseam: 16 In","""Signature Navy"" , ""Black"" "
J. Ferrar Mens Big and Tall Plaid Stretch Fabric Classic Fit Sport Coat,$89.99,"These versatile men's chino shorts from J. Ferrar will be on heavy rotation during the warmer months. They're made from a stretch fabric and cut for a slim-fit. They also feature a pleated front for an elevated look as well as a button-zip fly, a mid-rise, and front and back pockets to hold your essentials.
Front Style: Single Breasted
Features: Stretch Fabric, Lined
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Chest Slip Pocket, 1 Inside Button Pocket, 2 Front Flap Pockets
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve
Apparel Length: 30 Inches
Fiber Content: 90% Polyester, 6% Rayon, 4% Spandex","""Gray Pld"" "
