Title,Actual Price,Description,Available Colors
St. John's Bay Stripe Mens Crew Neck Short Sleeve Pocket T-Shirt,$11.99,"Deemed a Gotta-Have-It item for value you can count on every day! Essential for casual dressing, this colorfully striped crew neck short-sleeve t-shirt from St. John's Bay has a chest pocket and is made from a soft cotton-jersey with recycled fabric to keep you comfortable and cool. Wear it with everything from jeans to cargo pants and chinos.
Closure Type: Pullover Head
Fit: Classic Fit
Neckline: Crew Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Apparel Length: 29 Inches
Fiber Content: 60% Cotton, 40% Recycled Polyester
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Fover Blue Jaspe"" , ""Sig Navy Jaspe"" , ""Mint Swirl Jaspe"" , ""Rapture Rose Jaspe"" , ""Turquoise Htr Strp"" , ""Peach Htr Stripe"" "
Stafford Mens Big and Tall Stretch Fabric Classic Fit Sport Coat,$99.99,"Front Style: Single Breasted
Features: Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Inside Slip Pockets, 1 Chest Slip Pocket, 2 Front Slip Pockets
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve
Apparel Length: 30 Inches
Fiber Content: 54% Wool, 44% Polyester, 2% Spandex
Lining: Lined
Lining Material: Polyester
Collar: Notch Lapel
Care: Dry Clean Only
Material: Polyester Blend
Country of Origin: Imported","""Purple Texture"" "
Van Heusen Stainshield Big and Tall Mens Regular Fit Short Sleeve Button-Down Shirt,$37.99,"Features: Stain Resistant, Wrinkle Resistant, Stretch Fabric, Wrinkle Free
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 65% Cotton, 31% Recycled Polyester, 4% Spandex
Fabric Description: Woven
Collar: Point Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Black"" "
Stafford Woven Big Mens 4 Pack Boxers,$40,"Add this Stafford men's big 4-pack of boxers to your wardrobe for comfortable underwear essentials. Crafted from 100% cotton that's soft, breathable, and has a hint of stretch, this multi-pack includes four pairs of boxer shorts with an elastic-waist for easy on-and-off and a button-fly. Wear them under everything from suit pants to pajama shorts.
# Pieces In Set: 4-Pack
Features: Breathable, Multi-Pack, Flat Seams, Stretch Fabric, Button Fly
Fiber Content: 100% Cotton
Fabric Description: Woven
Inseam: 5 In
Care: Machine Wash, Tumble Dry
Material: Cotton
Country of Origin: Imported","""French Blue"" , ""Black Plaid"" , ""Blue Gray"" , ""Burgundy Neat"" "
Hanes Mens Crew Neck Long Sleeve T-Shirt,$12,"This long-sleeve t-shirt will soon be your favorite.
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Fiber Content: 100% Cotton
Fabric Description: Jersey
Collar: Banded Collar
Care: Tumble Dry
Country of Origin: Imported","""Navy"" , ""Charcoal Heather"" , ""Ash"" , ""Black"" , ""Dp Forest"" , ""Deep Red"" , ""Dp Royal"" , ""Light Blue"" , ""Lght Steel"" , ""Maroon"" , ""Orange"" , ""White"" "
Haggar® Mens Cool Right® Performance Classic Fit Flat Front Pant,$70,"The Coolright� technology from Haggar� enhances these men�s performance golf pants, making them perfect for tee time. Cut for a classic-fit, they are made from soft woven fabric, ensuring your comfort with moisture-wicking and quick-dry properties that keep you cool both on and off the course. And this straight-leg pair has a stretch-waistband, a button-zip fly, and side and back pockets.
Front Style: Flat Front
Features: Fly Front, Moisture Wicking, Quick Dry, Stretch Fabric, Comfort Waistband, Easy Care, Shirt Gripper Waistband
Closure Type: Button & Zipper
Fit: Classic Fit
Pockets: 2 Back Button Pockets, 2 Front Slip Pockets
Rise: At Waist
Fiber Content: 100% Polyester
Fabric Description: Woven","""Black"" , ""Charcoal Heather"" , ""Midnight"" , ""Dark Grey Stria"" , ""Khaki Heather"" , ""Dark Heather Grey"" , ""Heather Grey"" , ""Brown Heather"" , ""String Stria"" , ""Ink Stria"" "
Levi’s® Men's 505™ Eco Ease Straight Regular Fit Jeans - Stretch,$59.99,"Meet the original zip fly from 1967, the 505 Regular. With its versatile straight leg and classic style, this fit suits all body types and goes with pretty much everything.
Levis Style: 505
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Back Slip Pockets, 2 Front Slip Pockets, 1 Front Coin Pocket
Rise: At Waist
Fiber Content: 98% Cotton, 2% Elastane
Fabric Description: Denim
Inseam: 29 In, 30 In, 32 In, 36 In, 34 In
Care: Machine Wash, Dry Flat
Jean Style: Straight Leg Jeans, Regular Fit Jeans
Country of Origin: Imported","""Fremont Drop Shot"" , ""Glowing"" , ""Nail Loop Knot"" , ""Iron Ore Gd"" , ""Shadow Gd"" , ""Grey Buzz"" "
Levi's® Mens 510™ Skinny Fit Jean - Stretch,$59.99,"These look like skinny jeans without feeling like them. And the best part? The ultra-streamlined fit was designed to highlight your shoes. We're talking combat boots, sneakers, hi-tops ⁠— you name it.
Levis Style: 510
Features: Fly Front, Stretch Fabric, Ripped
Closure Type: Button & Zipper
Pockets: 2 Back Slip Pockets, 2 Front Slip Pockets, 1 Front Coin Pocket
Rise: Mid Rise
Fiber Content: 70% Cotton, 28% Lyocell, 2% Elastane
Fabric Description: Denim
Inseam: 34 In, 32 In, 30 In
Care: Tumble Dry, Machine Wash
Jean Style: Skinny Jeans
Country of Origin: Imported","""Speaking Of Which"" , ""Nevermind"" , ""Reznor"" , ""Lionsmane Overt"" , ""Native Cali"" , ""Morrow"" , ""Gray Stone"" , ""Love Buzzed"" , ""Bryter Lyter Flex"" , ""Cloud Burst Adv"" "
Stafford Mens Classic Fit Sport Coat,$129.99,"Experience timeless style and modern comfort with this Stafford men's classic-fit sport coat made from a stretch dobby wool-blend. It features a single-breasted design with a notch lapel, long sleeves, interior and exterior pockets, and a two-button closure.
Front Style: Single Breasted
Features: Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Front Flap Pockets, 1 Chest Slip Pocket, 1 Inside Button Pocket, 1 Inside Slip Pocket
Sleeve Length: Long Sleeve
Fiber Content: 51% Wool, 47% Polyester, 2% Spandex
Fabric Description: Dobby
Lining: Fully Lined
Lining Material: Acetate","""Burgundy"" "
PGA TOUR Big and Tall Mens Short Sleeve Polo Shirt,$46.80,"Stretch Shoulder Seams
Features: Moisture Wicking, Uv Protection, Stretch Fabric, Easy Care
Closure Type: Pullover Head, Button
Fit: Classic Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Sleeve Style: Fitted Sleeve
Apparel Length: 12 Inches
Fiber Content: 92% Polyester, 8% Elastane
Fabric Description: Knit
Collar: Spread Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Iron Gate"" , ""Cyan Blue"" "
J. Ferrar Mens Slim Fit Suit Jacket,$129.99,"Tailored for a slim-fit, this men's J. Ferrar suit jacket is made from a wrinkle-resistant, stretch, recycled-blend fabric for comfort and flexibility. It has a notch lapel, side flap pockets, and a double vent back. Wear it with a t-shirt and matching suit pants for a full look.
Front Style: Single Breasted
Features: Wrinkle Resistant
Closure Type: Button
Fit: Slim Fit
Pockets: 2 Inside Slip Pockets, 1 Chest Slip Pocket, 2 Front Flap Pockets
Sleeve Length: Long Sleeve
Apparel Length: 28 Inches
Fiber Content: 39% Polyester, 30% Recycled Polyester, 29% Rayon, 2% Spandex
Fabric Description: Woven","""Light Blue"" "
Stafford Mens Geometric Classic Fit Sport Coat,$80,"This Stafford men's sport coat is a stylish classic that you'll wear season after season. Cut for a classic-fit from a woven wool blend, this lined single-breasted style has multiple pockets, sharp notch lapels, and a two-button closure. Pair it with suit pants and a dress shirt.
Front Style: Single Breasted
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Front Slip Pockets, 1 Chest Slip Pocket, 1 Inside Button Pocket, 1 Inside Slip Pocket
Sleeve Length: Long Sleeve
Fiber Content: 52% Wool, 45% Polyester, 3% Linen
Fabric Description: Woven
Lining: Fully Lined
Lining Material: Polyester
Collar: Notch Lapel","""Orchid"" "
Stafford Mens Classic Fit Sport Coat,$80,"This Stafford men's sport coat is a stylish upgrade for warm-weather functions and events. Cut for a classic-fit from a woven stretch-blend, this lined single-breasted style has multiple pockets, sharp notch lapels, and a two-button closure. Pair it with suit pants and a dress shirt.
Front Style: Single Breasted
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Front Slip Pockets, 1 Inside Button Pocket, 1 Inside Slip Pocket, 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Vent Sleeve
Fiber Content: 55% Linen, 45% Cotton
Fabric Description: Herringbone, Twill
Lining: Fully Lined
Lining Material: Polyester","""Light Blue"" "
adidas Mens Crew Neck Short Sleeve T-Shirt,$22.50,"You'll love throwing on this adidas men's short-sleeve t-shirt for all your workout and off-duty style needs. Crafted from 100% cotton for a regular-fit, this crew-neck tee features a large brand logo graphic on the front. Team it with workout shorts or jogger pants.
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Material: Jersey
Country of Origin: Imported","""Better Scarlet"" , ""Black"" , ""White"" , ""Medium Grey Htr"" , ""Legend Ink"" , ""Dark Grey Htr"" , ""Semi Lucid Blue"" , ""Wonder Clay"" , ""Wonder Beige"" "
Hanes Fresh Iq Comfortflex Bonus Pack Mens 5 Pack Boxers,$34,"Softer than ever, Hanes® men’s boxers offer the comfort you expect in classic tartan plaid prints. The breathable cotton-blend fabric features moisture-wicking technology, keeping you cool and dry all-day long. No need to worry about uncomfortable digging or pinching, thanks to its ComfortFlex® stretch waistband. Designed for move-with-you comfort, Hanes® men’s boxers offer a smooth Tagless interior for an itch-free finish. Classic styling, Hanes® men’s boxers are available in a convenient 4+1-pack, giving you even more everyday options.
# Pieces In Set: 5-Pack
Features: Odor Resistant, Multi-Pack, Tag Free, Flat Seams, Stretch Fabric, Bonus Packs, Fly Front
Fiber Content: 55% Cotton, 45% Polyester
Fabric Description: Woven
Care: Machine Wash, Tumble Dry
Material: Cotton","""Red Blue Plaid"" "
Savane Premium Stretch Gabardine Mens Straight Fit Flat Front Pant,$80,"Tailor your everyday style with this pair of straight-leg pants from the Savane Eco Tech collection. This slim-fit pant is made from a premium stretch woven fabric with moisture-wicking properties to keep you cool, perfect for the office or a business outing. They have a comfortable, expandable waistband, button-zip fly, and side and back pockets.
Front Style: Flat Front
Features: Moisture Wicking, Stretch Fabric, Expandable Waist, Non-Iron
Closure Type: Button & Zipper
Fit: Straight Fit
Pockets: 2 Side Slip Pockets, 2 Back Button Pockets
Rise: At Waist
Fiber Content: 70% Polyester, 30% Rayon
Fabric Description: Woven
Inseam: Average","""Taupe"" , ""Total Eclipse"" , ""Alloy"" , ""Black"" "
IZOD Saltwater Mens Big and Tall Stretch Fabric Cargo Short,$42.99,"The Saltwater Cargo Short has cool pockets to stash stuff and sun-kissed washes for a subtle worn-in look but perhaps the coolest thing about this shorts is the supreme softness and stretch (including the waistband). Our cargo shorts make taking-it-easy look easy because these shorts move with you wherever you may go.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric
Closure Type: Zipper, Button
Fit: Classic Fit
Pockets: 2 Side Slip Pockets, 2 Cargo Side Pockets, 2 Back Button Pockets
Rise: At Waist
Short Length: Mid Length
Fiber Content: 98% Cotton, 2% Spandex
Fabric Description: Chino","""Iron Gate"" , ""Crockery"" , ""Bijou Blue"" , ""Navy Blazer"" "
Jockey Active Stretch Mens 3 Pack Long Leg Boxer Briefs,$36,"The jockey® activestretch™ midway® men's underwear features soft, stretchy cotton that helps wick away sweat for lasting comfort throughout your day. A stay-put leg design helps keep the midway in place at the mid-thigh. Plus, staynew® technology helps keep your underwear looking new, wash after wash.
# Pieces In Set: 3-Pack
Features: Moisture Wicking, Multi-Pack, Tag Free, Stretch Fabric, Comfort Waistband, Long Leg
Fiber Content: 95% Cotton, 5% Spandex
Fabric Description: Knit
Care: Machine Wash, Tumble Dry
Material: Cotton
Country of Origin: Imported","""Black"" , ""Navy Blue Stripe"" , ""Navy Gray"" "
Shaquille O’Neal XLG Big and Tall Mens Classic Fit Sport Coat,$149.99,"Front Style: Single Breasted
Features: Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Sleeve Length: Long Sleeve
Fiber Content: 69% Polyester, 29% Rayon, 2% Spandex
Fabric Description: Woven
Lining: Fully Lined
Lining Material: Polyester
Collar: Notch Collar
Care: Dry Clean Only
Material: Polyester Blend
Country of Origin: Imported","""Navy"" "
New!Arizona Mens Crew Neck Short Sleeve T-Shirt,$9.99,"Deemed a Gotta-Have-It item for value you can count on every day!
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Apparel Length: 28.5 Inches
Fiber Content: 60% Cotton, 40% Recycled Polyester
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Slate"" , ""Tobacco Brown"" , ""Deep Forest"" , ""Plum Truffle"" , ""Cosmic Dust"" , ""Mountain Trail"" "
St. John's Bay Mens Crew Neck Short Sleeve Classic Fit Americana Graphic T-Shirt,$9.99,"This St. John's Bay men's short-sleeve graphic t-shirt is perfect for a patriotic boating day or Fourth of July celebrations. Made from a soft recycled cotton-jersey blend, this pullover crew neck tee has an Americana boat graphic design and a classic, comfortable fit. Wear it with jeans and sneakers.
Closure Type: Pullover Head
Fit: Classic Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Apparel Length: 29 Inches
Fiber Content: 60% Cotton, 40% Recycled Polyester
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Gray Heather Flag"" , ""Blue Beach Club"" , ""White Golf Flag"" , ""Blue East Coast"" , ""Aqua Rowing Club"" , ""Lemon High Tide"" "
Savane Mens Slim Fit Flat Front Pant,$80,"Cut for a slim-fit, these men's Savane pants are a versatile essential for your wardrobe. They are made from a stretch woven fabric with a hook-and-eye and zip fly, side and back pockets, and straight legs. Wear them with a t-shirt, blazer, and oxford shoes.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Fit: Slim Fit
Pockets: 2 Back Button Pockets, 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 94% Polyester, 6% Elastane
Fabric Description: Woven
Inseam: Average, 30 In, 32 In, 29 In
Leg Style: Straight Leg
Care: Machine Wash, Tumble Dry","""Black"" , ""Smoked Pearl"" , ""Vintage Indigo"" , ""Chieseled Stone"" "
Arizona Mens Rayon Short Sleeve Button-Up Shirt,$29.99,"Cut for a regular-fit, this men's striped short-sleeve button-down shirt by Arizona is a warm-weather wardrobe essential. It's made from a soft challis with a notch collar. Style it with jeans or denim shorts.
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Apparel Length: 33 Inches
Fiber Content: 100% Cotton
Fabric Description: Challis
Collar: Notch Collar
Care: Machine Wash, Line Dry
Country of Origin: Imported","""Green Stripe"" , ""Yellow Check"" , ""Olive Palm"" , ""Aqua Palm"" , ""Orange Sun"" , ""Black Floral 2"" , ""Olive Stripe"" , ""Black Floral"" , ""Pink Floral"" , ""Blue Squiggles"" , ""Navy Stripe"" "
J. Ferrar Mens Big and Tall Plaid Stretch Fabric Classic Fit Sport Coat,$89.99,"Ideal for business casual or formal occasions, this J. Ferrar men's big and tall plaid sport coat is the refined staple your wardrobe needs. The lined single-breasted sport coat is made from a stretch-knit fabric for a classic-fit and features a notch lapel, fitted sleeves, a button closure, and interior and exterior pockets for added functionality. Wear it with dress pants or jeans for a polished or a relaxed look.
Front Style: Single Breasted
Features: Lined, Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Front Slip Pockets, 1 Inside Slip Pocket, 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve
Apparel Length: 30 Inches","""Tan Coral Pld"" "
Levi's Big and Tall Mens 559 Straight Leg Relaxed Fit Jean,$69.50,"Our designers challenged themselves to get the same looks we all love, but using less water in the finishing stage. That’s why Levi’s developed more than 20 innovative techniques that do just that: use less of our world’s precious natural resource. Through 2019, 69% of Levi’s bottoms were made waterless.
Levis Style: 559
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Front Slip Pockets, 2 Back Slip Pockets
Rise: At Waist
Fiber Content: 98% Cotton, 2% Elastane
Fabric Description: Denim
Inseam: 32 In, 38 In, 34 In, 29 In, 36 In, 30 In
Care: Machine Wash, Dry Flat
Jean Style: Straight Leg Jeans, Relaxed Fit Jeans","""Love Plane"" , ""Sub Zero"" , ""Range"" , ""Grey Rigid"" , ""Levine"" , ""Rigid Grey"" , ""Tumbled Rigid"" , ""Overhaul"" , ""Midnight Oil"" , ""Wellington"" , ""Steely Blue"" , ""Navarro"" , ""Nail Loop Knot"" , ""Graphite"" , ""Timberwolf"" , ""Pelican Eel"" , ""Sea Pig"" "
Xersion EverAir Mens Crew Neck Sleeveless Tank Top,$14.99,"Every workout wardrobe needs a high-performing tank top like this Xersion EverAir men's style. Crafted from a soft, breathable recycled mesh blend with QuickDri technology and 4-way stretch for optimal air flow, this sleeveless top is cut for a regular-fit with a crew neckline. Wear it with shorts or pants.
Features: Moisture Wicking, Quick Dry, Dri Fit
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Sleeveless
Apparel Length: 28 Inches
Fiber Content: 56% Polyester, 44% Recycled Polyester
Fabric Description: Mesh
Care: Machine Wash, Tumble Dry
Certifications And Listings: Everair","""Black Heather"" , ""Gray Heather"" , ""Orange Melange"" "
Xersion Mens Big and Tall Basketball Short,$21.60,"For a warm-weather gym essential, try these comfortable Xersion men's big and tall workout shorts. Made from a mesh blend, these mid-length shorts have an elastic-waist and two side pockets to stow your essentials. Pair them with a t-shirt and hoodie.
Front Style: Flat Front
Closure Type: Full Elastic
Fit: Regular Fit
Pockets: 2 Side Slip Pockets
Rise: At Waist
Short Length: Mid Length
Fiber Content: 100% Polyester
Fabric Description: Mesh
Inseam: 11 In
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Cabaret Red"" , ""Highland Gray"" "
Hanes Ultimate Comfort Flex Fit Ultra Lightweight Mens 4 Pack Boxer Briefs,$40,"# Pieces In Set: 4-Pack
Features: Odor Resistant, Breathable, Moisture Wicking, Multi-Pack, Tag Free, Antimicrobial, Comfort Waistband, Fly Front, Cooling
Fiber Content: 87% Polyester, 13% Spandex
Fabric Description: Mesh
Care: Tumble Dry, Machine Wash
Material: Polyester
Country of Origin: Imported","""Green Blue Gray"" "
Wrangler® Mens Relaxed Fit Cargo Pant,$36.99,"Crafted in comfortable 100% cotton, these soft twill pants will fit right into your everyday style. Comes in a loose fit with handy cargo pockets and functional flap back pockets with hook and loop tape closure.
Front Style: Flat Front
Features: Water Resistant
Closure Type: Button & Zipper
Fit: Relaxed Fit
Pockets: 2 Front Slip Pockets, 2 Back Slip Pockets, 2 Cargo Side Pockets
Rise: Mid Rise
Fiber Content: 100% Cotton
Fabric Description: Twill
Leg Style: Straight Leg
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Black"" , ""Khaki"" , ""Bronze"" "
adidas Performance Mens 3 Pack Boxer Briefs,$36,"# Pieces In Set: 3-Pack
Features: Quick Dry, Multi-Pack, Tag Free, Stretch Fabric
Closure Type: Full Elastic
Fiber Content: 91% Polyester, 9% Spandex
Fabric Description: Knit
Inseam: 5 In
Care: Tumble Dry, Machine Wash
Material: Polyester
Country of Origin: Imported","""Black"" , ""Blue Gray Navy"" , ""Scarlet Black Onix"" , ""Black Gray Navy"" "
Stafford Super Soft Mens Short Sleeve Crew Neck Pajama Top,$18.99,"Deemed a Gotta-Have-It item for value you can count on every day! Thanks to its relaxed-fit and soft feel, this men's crew-neck t-shirt by Stafford is both a downtime and a sleep essential. The smooth, breathable stretch-cotton fabric will make a cozy cover-up with some lounge shorts on mornings in with the paper and a good breakfast.
Features: Breathable, Stretch Fabric
Closure Type: Pullover Head
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Sleeve Style: Fitted Sleeve
Apparel Length: 29 Inches
Fiber Content: 95% Cotton, 5% Spandex
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""True Vista Blue"" , ""Eucalyptus"" , ""Signature Navy"" , ""Gray Heather"" , ""Blue Texture"" , ""Black"" , ""Yellow Breeze"" "
New!Arizona Mens Drawstring Waist Relaxed Fit Cargo Pant,$34.99,"Deemed a Gotta-Have-It item for value you can count on every day!
Front Style: Flat Front
Features: Stretch Fabric, Drawstring Waist, Button Fly
Additional Information: Inseam Gussets
Closure Type: Drawstring, Button & Zipper
Fit: Relaxed Fit
Pockets: 2 Front Slip Pockets, 2 Cargo Side Pockets, 2 Back Flap Pockets
Rise: At Waist
Fiber Content: 98% Cotton, 2% Spandex
Fabric Description: Dobby
Inseam: 32 In
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Quiet Charcoal"" , ""Black"" "
