Title,Actual Price,Description,Available Colors
Collection By Michael Strahan Mens Windowpane Classic Fit Suit Pants,$80,"Crafted from a wool-blend with stretch, these wrinkle-resistant windowpane suit pants from Collection by Michael Strahan to the office or social outings. They are cut in a classic-fit with a comfort waistband, a button-zip fly, and side and back pockets. Wear them with a button-down or a t-shirt.
Front Style: Flat Front
Features: Fly Front, Wrinkle Resistant, Stretch Fabric, Comfort Waistband
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Side Slip Pockets, 2 Back Slip Pockets
Rise: At Waist
Fiber Content: 52% Wool, 46% Polyester, 2% Spandex
Fabric Description: Woolen
Lining: Unlined","""Black"" "
Stafford Coolmax Oxford Mens Regular Fit Long Sleeve Striped Button-Down Shirt,$44.99,"Deemed a Gotta-Have-It item for value you can count on every day! Style and performance meet in this Stafford Coolmax men's striped oxford shirt. This long-sleeve button-down is cut for a regular-fit from a recycled cotton-blend and it has a chest pocket. Team it with a pair of suit pants.
2nd Piece Sleeve Length: Long Sleeves
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 32 Inches
Fiber Content: 62% Cotton, 38% Recycled Polyester
Fabric Description: Oxford","""Brown Stripe"" "
"Cubavera 30"" Inseam Linen Drawstring Mens Regular Fit Flat Front Pant",$55.99,"These versatile men’s pants from Cubavera are crafted from a breathable linen blend fabric to help you stay cool as you move through your day. The material is made with a tight plain weave pattern for impressive durability, while a drawstring waist with an elastic back helps to ensure that the casual men’s pants pull on easily and stay comfortably in place. Pockets at the front and back provide convenient storage space for your essentials.
Front Style: Flat Front
Features: Breathable
Closure Type: Elastic Back, Drawstring
Fit: Regular Fit
Pockets: 2 Side Slip Pockets, 2 Back Button Pockets
Rise: At Waist
Fiber Content: 55% Linen, 45% Viscose
Fabric Description: Plain Weave","""Jet Black"" , ""Brilliant White"" , ""Silver Lining"" "
Haggar® Men's Premium Comfort Slim Fit Dress Shirt,$44.99,"Meet the haggar® men's premium comfort dress shirt, a fusion of style and functionality. Fashioned with a modern slim fit, this shirt seamlessly intertwines elegance and comfort, featuring innovative stretch technology and a wrinkle-resistant fabric to keep you looking polished all day. Enjoy the convenience of machine-washability and a comfort collar, making this shirt the embodiment of modern sophistication for the discerning individual.
Features: Wrinkle Resistant, Stretch Fabric
Closure Type: Button
Fit: Slim Fit
Neckline: Collar Neck
Sleeve Length: Long Sleeve
Fiber Content: 98% Cotton, 2% Elastane
Fabric Description: Woven
Collar: Point Collar","""Navy Check"" , ""White Solid"" , ""Black Solid"" , ""Gray Solid"" , ""Mini Blue Dobby"" , ""Denim Blue Dobby"" , ""Pink Solid"" , ""Tonal Blue Check"" "
Van Heusen Mens Regular Fit Short Sleeve Button-Down Shirt,$29.99,"2nd Piece Sleeve Length: Short Sleeves
Features: Easy Care
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 72% Polyester, 28% Recycled Polyester
Fabric Description: Woven
Collar: Point Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Insignia Blue"" "
Stafford Smart Tech Mens Classic Fit Sport Coat,$180,"This Stafford men's Coolmax sport coat is a stylish classic that you'll wear season after season. Cut for a classic-fit from a woven stretch-blend, this lined single-breasted style has multiple pockets, sharp notch lapels, and a two-button closure. Pair it with suit pants and a dress shirt.
Front Style: Single Breasted
Features: Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Chest Slip Pocket, 2 Front Slip Pockets, 2 Inside Zip Pockets
Sleeve Length: Long Sleeve
Fiber Content: 92% Polyester, 8% Spandex
Fabric Description: Woven
Lining: Partially Lined","""Bold Navy"" , ""High Rise Grey"" "
Levi's® Big & Tall Mens 501™ Original Fit Jeans,$89.50,"Close your eyes. Think “jeans. ” now open. They were 501® originals, right? With a classic straight leg and iconic styling, they’re the blueprint for every pair of modern jeans-burned into the world’s collective cortex ever since levi strauss (the man himself! ) introduced them in 1873. To this day they’ve never gone out of style. And they never will.
Levis Style: 501
Features: Fly Front, Ripped
Closure Type: Button & Zipper
Pockets: 2 Back Slip Pockets, 1 Front Coin Pocket, 2 Front Slip Pockets
Rise: At Waist
Fiber Content: 100% Cotton
Fabric Description: Denim
Inseam: 30 In, 38 In, 34 In, 36 In, 32 In, 29 In
Care: Machine Wash, Line Dry","""Madison Square Gdn"" , ""Stonewash"" , ""Black"" , ""Dark Stone"" , ""Rigid"" , ""Light Stonewash"" "
J. Ferrar Mens Stretch Fabric Slim Fit Tuxedo Jacket,$85,"Dress for a formal occasion by finishing your look with this men's super slim-fit tuxedo jacket from J. Ferrar. It's tailored in a single-breasted design from a stretch-jacquard with metallic detail, a shawl collar, front slip pockets, and a contrast satin trim ti finish. Pair it with a crisp button-down, tuxedo pants, and oxfords.
Front Style: Single Breasted
Features: Stretch Fabric
Closure Type: Button
Fit: Slim Fit
Sleeve Length: Long Sleeve
Sleeve Style: Vent Sleeve
Fiber Content: 58% Rayon, 23% Nylon, 10% Metallic, 7% Polyester, 2% Spandex
Fabric Description: Woven, Jacquard
Lining: Fully Lined","""Silver Shine"" "
New!Arizona Big and Tall Mens Crew Neck Short Sleeve Classic Fit Graphic T-Shirt,$19.99,"Closure Type: Pullover Head
Fit: Classic Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Apparel Length: 28.5 Inches
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Planets Graphic"" "
New!Big and Tall Mens Crew Neck Short Sleeve Regular Fit Zelda Graphic T-Shirt,$17.99,"Character: Zelda
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Slate Grey"" "
New!Arizona Big and Tall Mens Crew Neck Short Sleeve Classic Fit Graphic T-Shirt,$19.99,"Closure Type: Pullover Head
Fit: Classic Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Apparel Length: 28.5 Inches
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Connection"" "
New!Xersion 9 Inch Mens Mid Rise Basketball Short,$14.99,"Deemed a Gotta-Have-It item for value you can count on every day!
Front Style: Flat Front
Closure Type: Full Elastic
Fit: Straight Fit
Pockets: 2 Side Slip Pockets
Rise: Mid Rise
Short Length: Long Length
Fiber Content: 100% Polyester
Fabric Description: Mesh
Inseam: 9 In
Care: Machine Wash, Tumble Dry
Certifications And Listings: Everair
Country of Origin: Imported","""Chocolate"" "
New!Shaquille O'Neal XLG Big and Tall Mens Short Sleeve Pullover Sweater Polo,$37.99,"Closure Type: Pullover Head
Fit: Classic Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Fiber Content: 60% Cotton, 40% Rayon
Care: Machine Wash, Dry Flat
Country of Origin: Imported","""Stone Black"" , ""Fudge Black"" "
Mens Short Sleeve Snoopy Graphic T-Shirt,$15.99,"This Peanuts men's graphic t-shirt is a fun casual style for fans of the series. This crew neck short-sleeve tee is made from a soft cotton-jersey for a regular-fit, perfect to wear with jeans, joggers, or cargo shorts.
Character: Peanuts, Snoopy
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Black"" "
Xersion Mens Swim Trunks,$23.99,"Get ready for beach and pool days with these Xersion men's swim trunks made from a woven fabric with UV protection. They feature an interior lining for added coverage, an elastic-drawstring waist for a customizable fit, two side slip pockets, and a back zip pockets for any essentials.
Features: Stretch Fabric, Lined
Closure Type: Full Elastic, Drawstring
Pockets: 1 Back Zip Pocket, 2 Side Slip Pockets
Fiber Content: 92% Polyester, 8% Spandex
Fabric Description: Woven
Lining Material: Polyester
Inseam: 7 In
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Black Print"" , ""Rose Print"" "
Van Heusen Comfort Performance Mens Slim Fit Stretch Fabric Wrinkle Free Long Sleeve Dress Shirt,$44.99,"Effortlessly style this Van Heusen men's button-down gingham dress shirt for smart formal wear with suit pants, or wear it open over a t-shirt with jeans for a casual look. Made from a soft stretch fabric that's quick-drying and wrinkle-free for easy care, it's cut for a slim-fit with a point collar, long sleeves, and button cuffs.
Features: Quick Dry, Stretch Fabric, Wrinkle Free
Closure Type: Button
Fit: Slim Fit
Neckline: Collar Neck
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Fiber Content: 50% Tencel Lyocell, 46% Polyester, 4% Elastane
Fabric Description: Broadcloth
Collar: Point Collar
Care: Machine Wash","""Blue Multi"" , ""Sand"" "
New!IZOD Saltwater Mens Crew Neck Short Sleeve Classic Fit Graphic T-Shirt,$19.99,"Made from seriously soft cotton jersey in a worn-in wash, our short sleeve, vintage-style graphic tee will add a laidback layer to your look thanks to that had-it-forever feel.
Features: Stretch Fabric, Easy Care
Closure Type: Pullover Head
Fit: Classic Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 60% Cotton, 40% Polyester
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Extra Big"" , ""Campfire Master"" , ""Marine Supply"" , ""Best Wave"" , ""Big Deep Brew"" "
New!St. John's Bay Seersucker Mens Classic Fit Short Sleeve Gingham Button-Down Shirt,$29.99,"Features: Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Sleeve Style: Fitted Sleeve
Apparel Length: 33 Inches
Fiber Content: 55% Cotton, 44% Lyocell, 1% Spandex
Fabric Description: Seersucker
Collar: Point Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Brown Gingham"" , ""Green Gingham"" , ""Navy Gingham"" "
Van Heusen Performance Slim Mens Moisture Wicking Slim Fit Short Sleeve Button-Down Shirt,$24.99,"Features: Quick Dry, Stretch Fabric, Moisture Wicking
Closure Type: Button
Fit: Slim Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Polyester
Fabric Description: Knit
Collar: Point Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Loden Frost"" "
mutual weave Mens Big and Tall Relaxed Fit Pull-On Pants,$39.99,"For the spring and summer seasons pull on this pair of men's chambray pants from mutual weave's big and tall collection for a comfortable style with a tailored look. Cut for a relaxed-fit, they are made from a stretch cotton-linen blend with an elastic-drawstring waist, side and back pockets, andstraight legs. Wear them with everything from polos to button-down shirts.
Front Style: Flat Front
Features: Drawstring Waist
Closure Type: Drawstring, Full Elastic
Fit: Relaxed Fit
Pockets: 2 Back Button Pockets, 2 Side Slip Pockets
Rise: Mid Rise
Fiber Content: 56% Cotton, 43% Linen, 1% Spandex
Fabric Description: Linen, Chambray
Lining Material: Polyester, Cotton","""Denim Chambray"" , ""Khaki Chambray"" "
U.S. Polo Assn. Big Pony Pique Mens Regular Fit Short Sleeve Polo Shirt,$26.99,"Style yourself like a field captain in this bright piqué polo with big pony embroidery. For sporting style, wear this US Polo Assn. men's short-sleeve polo shirt. Crafted from 100% cotton for a regular-fit, this style features a large embroidered pony and brand logo at the chest, plus a flat-knit collar and two-button closure.
Features: Embroidered
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Cotton
Fabric Description: Pique
Collar: Spread Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Engine Red"" , ""International Blue"" , ""Teal Blue"" , ""Black"" , ""Light Grey Heather"" , ""White"" "
Dockers Comfort Knit Chino Mens Slim Fit Flat Front Pant,$49.99,"The name you know. The style you love. The comfort you deserve. We're Dockers®, and we believe in making timeless, easy and thoughtful clothes made for a life well-lived. Easy and versatile, our Mobile Chinos will help go wherever the day takes you in style. We made them from a knit fabric that stretches in every direction and feels like your favorite sweats.Made with Smart 360 Knit™, our fabric that's knit to stretch in every direction. Smart 360 Knit™ feels like your favorite sweatpants but looks like your favorite chinos.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric, Comfort Waistband
Closure Type: Button & Zipper
Fit: Slim Fit
Pockets: 1 Side Zip Pocket, 2 Back Button Pockets, 2 Front Slip Pockets
Rise: At Waist","""Burma Grey"" , ""True Chino"" , ""Mineral Black"" "
Lee® Big and Tall Men's Extreme Motion Crossroad Cargo Short,$36.99,"The Lee Crossroad cargo short is lightweight thanks to a cotton/nylon fabric. This short features a 10.5” inseam along with Lee’s very comfortable Extreme Motion waistband. Features inseam gusset for additional comfort. Comes in a relax fit and hits at the knee. Closure features a zip fly with button closure.
Front Style: Flat Front
Features: Stretch Fabric, Expandable Waist
Closure Type: Button, Zipper
Fit: Relaxed Fit
Pockets: 2 Back Slip Pockets, 2 Cargo Side Pockets, 2 Side Slip Pockets
Rise: At Waist
Short Length: Mid Length
Fiber Content: 73% Cotton, 24% Nylon, 3% Spandex
Fabric Description: Canvas","""Anthracite"" , ""Nomad"" , ""Black"" , ""Slate"" "
Gold Toe Harrington 6 Pair Big and Tall Crew Socks Mens,$24,"The perfect casual crew sock for all-day wear, featuring cotton for dry, cool comfort.
# Pieces In Set: 6 Pair
Features: Cuffed, Reinforced Heel Support, Stretch Fabric, Reinforced Toe & Heel, Cushioned, Multi-Pack, Seamless
Shoe Size Range: 12-16
Fiber Content: 77% Cotton, 20% Polyester, 2% Spandex, 1% Nylon
Fabric Description: Yarn Dyed Knit
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Charcoal Gray"" , ""Denim Chambray"" , ""Taupe Khaki Brown"" , ""Black"" , ""White"" "
Jockey Staycool Mens 3 Pack Boxer Briefs,$29.50,"Breathe Mesh: Open knit for breathable comfort. StayNew® technology: Looks and feels new, wash after wash. Staycool+® technology: Wicks and evaporates moisture to help you feel cooler, drier and more comfortable
# Pieces In Set: 3-Pack
Features: Breathable, Moisture Wicking, Quick Dry, Multi-Pack, Tag Free, Cooling
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Material: Cotton
Country of Origin: Imported","""Blue"" , ""White"" , ""Black"" "
New!Arizona Mens Big and Tall Relaxed Fit Cargo Pant,$39.99,"Front Style: Flat Front
Features: Water Resistant, Fly Front, Stretch Fabric
Closure Type: Full Elastic, Drawstring
Concerns: Rear Solutions
Fit: Relaxed Fit
Pockets: 2 Back Flap Pockets, 2 Side Slip Pockets, 2 Cargo Side Pockets
Rise: Mid Rise
Fiber Content: 98% Cotton, 2% Spandex
Fabric Description: Dobby, Ripstop
Leg Style: Straight Leg
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Heritage Khaki"" "
Stafford Smart Tech Mens Regular Fit Stretch Fabric Wrinkle Free Long Sleeve Dress Shirt,$44.99,"Deemed a Gotta-Have-It item for value you can count on every day!
Features: Moisture Wicking, Stain Resistant, Wrinkle Resistant, Antimicrobial, Stain Release, Stretch Fabric, Wrinkle Free
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 32 Inches - Back
Fiber Content: 67% Cotton, 29% Polyester, 4% Spandex
Fabric Description: Poplin
Collar: Spread Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Blue Grid"" "
Arizona Mens Short Sleeve Button-Up Shirt,$34.99,"Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Apparel Length: 28 Inches
Fiber Content: 100% Cotton
Fabric Description: Knit
Collar: Notch Collar
Care: Machine Wash, Dry Flat
Country of Origin: Imported","""Tennessee Sage"" , ""Navy Shadow"" "
Dockers Mens Big and Tall Straight Fit Flat Front Pant,$66,"Utilitarian style is always on trend, and this straight-leg pair of men's big and tall Dockers pants is the versatile style your wardrobe needs for off-duty or lounging days. Made from a breathable stretch-cotton knit that's also wrinkle-free, this flat-front utility pant has multiple pockets and a button-zip closure. Wear them with a t-shirt or shirt.
Front Style: Flat Front
Features: Breathable, Wrinkle Resistant, Stretch Fabric, Wrinkle Free
Additional Information: Deep Pockets
Closure Type: Zipper
Fit: Straight Fit
Pockets: 2 Back Slip Pockets, 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 84% Cotton, 16% Elastane
Fabric Description: Knit
Inseam: Average","""Mineral Black"" , ""Pembroke"" , ""Steelhead"" , ""True Chino"" "
adidas Mens Mid Rise Big and Tall Jogger Pant,$37.50,"Front Style: Flat Front
Features: Drawstring Waist
Closure Type: Full Elastic, Drawstring
Fit: Regular Fit
Pockets: 2 Side Slip Pockets
Rise: Mid Rise
Fiber Content: 100% Cotton
Fabric Description: Jersey
Inseam: 29 3/4 In
Leg Style: Tapered Leg
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Dark Blue"" , ""Black"" , ""Medium Grey"" "
Haggar® LIFE KHAKI™ Straight Fit Comfort Chino,$80,"Life Khaki™ Represents Our Commitment To Making Products That Are Sourced In Better Ways And Built To Last. This Good Feels Good. ™ Every Life Khaki™ By Haggar® Purchase Counts – Look For The Bottle Count And See The Impact You Are Making. This Chino Is Your New Favorite Go-to Because Of The Comfort And Feel. From The Enzyme Softener Wash To The Stretch Waistline, Everything Is Top-notch. This Chino Will Become A Classic Lived-in Addition To Your Closet. Designed For Creators And Innovators Who Are Making Meaningful Contributions To Art, Society, Business, And Communities.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric, Shirt Gripper Waistband
Additional Information: Reinforced Hems
Closure Type: Button & Zipper
Fit: Straight Fit
Pockets: 2 Side Slip Pockets, 2 Back Button Pockets","""Medium Khaki"" , ""Black"" , ""Lead"" , ""Putty"" , ""Adobe"" , ""Dark Navy"" , ""Military Green"" "
Arizona Mens Straight Fit Cargo Pant,$34.99,"Deemed a Gotta-Have-It item for value you can count on every day!
Front Style: Flat Front
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Fit: Straight Fit
Pockets: 2 Back Flap Pockets, 2 Cargo Side Pockets, 2 Front Slip Pockets
Rise: At Waist
Fiber Content: 98% Cotton, 2% Spandex
Fabric Description: Dobby
Inseam: 32 In
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""French Olive"" , ""Heritage Khaki"" "
Shaquille O'Neal XLG Reversible Mens Big and Tall Wind Resistant Lightweight Bomber Jacket,$64.99,"Crafted with wind-resistant technology, this plaid, lightweight bomber jacket from Shaquille O' Neal's XLG Big & Tall collection is a transitional essential for cooler weather. Long sleeves, side slip pockets, a full-zip fastening, and ribbed-knit trims.
Knit Shell 90% Polyester, 5% Rayon, 5% Spandex
Woven Shell 100% Polyester
Features: Wind Resistant
Closure Type: Zipper
Pockets: 2 Side Slip Pockets
Sleeve Length: Long Sleeve
Warmth Factor: Lightweight
Outerwear Length: Mid
Fiber Content: 58% Polyester, 33% Wool, 9% Other 5% Or Less
Coat Style: Bomber Jackets
Collar: Zip Collar","""Black"" "
Levi's® Mens 512™ Eco Ease Slim Taper Fit Jeans - Stretch,$59.99,"The Levi's Men's 512 Slim Taper sits at the sweet spot between a skinny and a regular taper. These jeans are part of our most versatile family of fits and are a go-to for every occasion. As you probably guessed from its name, it features a slim fit through the thigh that tapers down to the ankle. The end result? A seemingly tailor-made pair of jeans you can style any which way.
Levis Style: 512
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 1 Front Coin Pocket, 2 Front Slip Pockets, 2 Back Slip Pockets
Rise: Low Rise
Fiber Content: 99% Cotton, 1% Elastane
Fabric Description: Denim
Care: Machine Wash, Dry Flat","""Native Cali"" , ""Dark Hallow"" , ""Sin City"" , ""Goldenrod Mid"" , ""Hypertrack"" , ""Dolf Wide Open"" , ""Dolf Sundown"" , ""Be Careful Flex"" , ""All I Have Flex"" , ""Little Love Adv"" , ""Work In Progress"" , ""Goth Grape"" , ""At Odds Adv"" "
Hanes 8 Pair Low Cut Socks Mens,$18,"BUILT FOR PERFORMANCE These men's low-cut socks from the Hanes Ultimate® collection deliver the comfort and athletic style you look for. Crafted with innovative X-Temp™ technology, they are designed to adapt to your temperature for all-day comfort. Advanced odor protection technology and moisture-wicking fabric keep your feet feeling cool and fresh. The low-cut style features all-over cushioning - so you can take on the day with ease. The best part? These comfortable men's socks are available in an 8-pack for one-and-done shopping.
# Pieces In Set: 8 Pair
Features: Cuffed, Cushioned, Stretch Fabric, Reinforced Toe & Heel, Multi-Pack, Moisture Wicking, Odor Resistant
Shoe Size Range: 6-12
Fiber Content: 48% Polyester, 43% Cotton, 6% Rayon, 2% Spandex, 1% Nylon
Fabric Description: Knit","""White"" , ""Black"" , ""Gray Black White"" "
Van Heusen Big and Tall Mens Classic Fit Long Sleeve Checked Button-Down Shirt,$39.99,"Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Fiber Content: 65% Cotton, 31% Polyester, 4% Elastane
Fabric Description: Woven
Collar: Point Collar
Care: Machine Wash
Country of Origin: Imported","""White Traditional"" "
