Title,Actual Price,Description,Available Colors
Steve Harvey Mens Plaid Stretch Fabric Classic Fit Suit Vest,$39.99,"Front Style: Single Breasted
Features: Fully Lined, Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Front Flap Pockets
Sleeve Length: Sleeveless
Apparel Length: 24 Inches
Fiber Content: 83% Polyester, 15% Rayon, 2% Spandex
Fabric Description: Woven
Lining: Fully Lined
Lining Material: Polyester
Care: Dry Clean Only
Decor Styles: Modern
Material: Polyester Blend
Country of Origin: Imported","""Light Beige"" "
"Wrangler® Mens Relaxed Fit 10 1/2"" Cargo Shorts",$32.99,"Front Style: Flat Front
Features: Stretch Fabric, Comfort Waistband
Closure Type: Button, Zipper
Fit: Relaxed Fit
Pockets: 2 Cargo Side Pockets, 2 Back Flap Pockets, 2 Side Slip Pockets
Rise: At Waist
Short Length: Mid Length
Fiber Content: 98% Cotton, 2% Spandex
Fabric Description: Twill
Inseam: 10 1/2 In
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Caviar"" , ""Twill"" "
Dickies Flex Mechanical Stretch Twill Mens Slim Fit Cargo Pant,$34.99,"These cargo pants combine a professional style with all the comfort and practicality you need for the work day. The slimmer cut provides a tidy look, while an expandable cargo pocket offers handy storage for all your gear.
Sits below waist
Slim in seat and thigh; straight leg
Combination multi-use pocket, plus cargo pockets
Wicks moisture to keep you comfortable
Easy-care stain release
Wrinkle resistant
Flex fabric for comfort and ease of movement
Arc Rating Type: Not_applicable
Front Style: Flat Front
Features: Moisture Wicking, Stain Resistant, Wrinkle Resistant
Additional Information: Deep Pockets","""Hunter Green Camo"" , ""Black"" , ""Dark Navy"" "
Stafford Mens Wrinkle Free Oxford Button Down Collar Fitted Dress Shirt,$44,"Features: Wrinkle Resistant, Stretch Fabric, Wrinkle Free, Stretch Collar
Closure Type: Button
Fit: Fitted
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Fiber Content: 60% Cotton, 40% Polyester
Fabric Description: Oxford
Collar: Button Down Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Lavender"" , ""Cloudburst"" , ""Ecru"" "
Stafford Coolmax Mens Big and Tall Plaid Stretch Fabric Classic Fit Suit Jacket,$300,"Constructed with Stafford's Coolmax technology, this men's big and tall plaid suit jacket will keep you cool and comfortable throughout the seasons. This timeless lined single-breasted tailored jacket is made from a recycled stretch-wool blend in a classic-fit with a notch collar, multiple pockets, and a button closure. Wear it with the matching suit pants for a complete look.
Front Style: Single Breasted
Features: Stretch Fabric, Lined, Interior Pockets
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Inside Button Pocket, 2 Front Flap Pockets, 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve
Fiber Content: 51% Wool, 27% Polyester, 20% Recycled Polyester, 2% Spandex","""Md Blue Pld"" "
Opposuits Mens Glitzy Glitter Novelty Suit Set,$119.99,"GLITZY GLITTER: Pure Elegance has a shining twist! Glitzy Glitter has all the charm of a classic black suits and the fun bright sparkles of glitter. Shine on at your next event and leave all those who see you with stars in their eyes!
# Pieces In Set: 3
1st Piece Description: Blazer
1st Piece Collar: Notch Collar
1st Piece Front Style: Single Breasted
1st Piece Pockets: 3 Front Flap Pocket(s)
1st Piece Fabric: Woven
1st Piece Fiber Content: 100% Polyester
1st Piece Lining Material: Polyester
1st Piece Care: Machine Wash
2nd Piece Description: Pants
2nd Piece Closure Type: Button","""Black"" "
mutual weave Big and Tall Mens Short Sleeve Camp Shirt,$32.99,"This men's big and tall textured shirt from mutual weave is tailored from a soft cotton dobby-style fabric perfect for warm weather. Cut for a classic-fit, this short-sleeve button-down will pair effortlessly with everything from jeans to chino shorts.
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 100% Cotton
Fabric Description: Dobby
Collar: Notch Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Olive Bark"" , ""Navy Leaf Print"" , ""Brown Block Print"" "
Wrangler Relaxed Fit Bootcut Jean Big and Tall Mens Stretch Fabric Bootcut Jean,$46.99,"Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Back Slip Pockets, 1 Front Coin Pocket, 2 Front Slip Pockets
Rise: At Waist
Fiber Content: 99% Cotton, 1% Spandex
Fabric Description: Denim
Inseam: 34 In, 30 In, 32 In
Care: Machine Wash, Tumble Dry
Jean Style: Bootcut Jeans
Country of Origin: Imported","""Milo"" "
Stafford Mens Short Sleeve Wrinkle Free Stain Resistant Stretch Super Shirt Dress Shirt,$40,"Features: Stain Resistant, Wrinkle Resistant, Stretch Collar, Stretch Fabric, Wrinkle Free
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 60% Cotton, 40% Polyester
Fabric Description: Broadcloth
Collar: Point Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Black"" "
PUMA Mens Short Sleeve Swim Shirt,$20.99,"Features: Stretch Fabric, Uv Protection
Closure Type: Pullover Head
Sleeve Length: Short Sleeve
Fiber Content: 85% Polyester, 15% Spandex
Fabric Description: Knit
Care: Line Dry, Hand Wash
Country of Origin: Imported","""Puma Black"" "
Steve Harvey Mens Classic Fit Bone Gray Shantung Suit Jacket,$119.99,"Front style: single breasted. Features: patterned interior fully lining. Closure type: 2 button. Fit: classic fit. Pockets: 2 front angled flap pockets, 1 besom ticket pocket, 1 chest slip pocket, 3 interior pockets. Sleeve length: long sleeve. Apparel length: 30 inches. Fiber content: 91% polyester 9% rayon. Fabric description: woven. Lining: fully lined. Collar: peak lapel. Care: dry clean only. Material: polyester. Country of origin: vietnam.
Front Style: Single Breasted
Features: Wrinkle Resistant
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Front Slip Pocket, 1 Chest Slip Pocket, 3 Inside Slip Pockets, 2 Front Flap Pockets
Sleeve Length: Long Sleeve
Sleeve Style: Vent Sleeve","""Light Grey"" "
Stafford® Travel Sharkskin Pleated Dress Pants - Classic,$70,"These pleated dress pants from Stafford take your look to the next level with superior versatility and comfort.
wrinkle-resistant fabric
permanent crease
Stafford-Ease comfort waistband
classic fit
sits at waist
zip fly with button tab and hook-and-eye closure
pleated
front slash pockets
back button-through welt pockets
hemmed
polyester/viscose
washable
imported","""Graphite Shark"" , ""Bark 1"" , ""Bark Shark"" "
"Puma Mens Logo Board Shorts With 10"" Inseam",$26.99,"Features: Water Resistant
Closure Type: Button
Pockets: 2 Side Slip Pockets
Fiber Content: 100% Polyester
Fabric Description: Woven
Inseam: 10 In
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Red"" , ""Black"" , ""Hero Blue"" "
Lee Legendary Mens Stretch Fabric Carpenter Jean,$39.99,"Carpenter jeans are an essential classic necessary for every man's wardrobe. They are made from stretch-cotton denim with a button-zip fly, multiple pockets, and a classic hammer loop detail. Wear them with everything from t-shirts to sweaters.
Features: Fly Front, Hammer Loop, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Back Slip Pockets, 1 Cargo Side Pocket, 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 99% Cotton, 1% Spandex
Fabric Description: Denim
Inseam: 34 In, 29 In, 30 In, 32 In
Care: Tumble Dry, Machine Wash
Jean Style: Carpenter Jeans
Country of Origin: Imported","""Solo"" "
IZOD® American Chino Mens Classic Fit Flat Front Pant,$59.50,"Front Style: Flat Front
Features: Crease-Proof, Wrinkle Free
Closure Type: Button & Zipper
Fit: Classic Fit
Pockets: 2 Back Button Pockets, 2 Front Slip Pockets
Rise: At Waist
Fiber Content: 100% Cotton
Fabric Description: Twill
Lining: Unlined
Inseam: 29 In, 34 In, 30 In, 31 In, 32 In
Leg Style: Straight Leg
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""English Khaki"" , ""Black"" , ""Navy"" , ""Olive"" "
adidas Mens Crew Neck Short Sleeve T-Shirt Big and Tall,$18.75,"Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Recycled Polyester
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Navy Black"" "
"Lee® Mens 15"" Extreme Motion Cameron Stretch Fabric Relaxed Fit Cargo Short",$49,"Front Style: Flat Front
Features: Water Resistant, Stretch Fabric, Comfort Waistband
Closure Type: Button, Zipper
Fit: Relaxed Fit
Pockets: 2 Back Flap Pockets, 1 Front Slip Pocket, 2 Cargo Side Pockets
Rise: At Waist
Short Length: Long Length
Fiber Content: 67% Cotton, 30% Nylon, 3% Spandex
Fabric Description: Ripstop
Inseam: 15 In
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Tech Grey"" , ""Kc Kahki"" , ""Union All Black"" "
Steve Harvey Mens Plaid Stretch Fabric Classic Fit Suit Jacket,$119.99,"Front Style: Single Breasted
Features: Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Front Slip Pocket, 2 Front Flap Pockets, 1 Chest Slip Pocket, 3 Inside Slip Pockets
Sleeve Length: Long Sleeve
Sleeve Style: Vent Sleeve
Apparel Length: 33 Inches
Fiber Content: 83% Polyester, 15% Rayon, 2% Spandex
Fabric Description: Woven
Lining: Fully Lined
Lining Material: Polyester
Collar: Notch Collar
Care: Dry Clean Only
Decor Styles: Modern","""Light Beige"" "
Haggar Mens Big and Tall Classic Fit Flat Front Pant,$120,"Discover unparalleled style, quality, and flexibility with the Big & Tall Big & Tall J.M. Haggar Premium Stretch Flat Front Suit Pant. Elevate your wardrobe with suit separates that embody exceptional craftsmanship, blending the finest fabric with stretch seamlessly woven into the fibers. These dress pants feature legendary hidden expandable waistband, ensuring you breathe easy without compromising style. Complete your ensemble with the matching jacket for a polished and sophisticated look tailored to your stature.
Front Style: Flat Front
Features: Moisture Wicking
Closure Type: Hook & Eye
Fit: Classic Fit
Pockets: 2 Back Button Pockets, 2 Front Slip Pockets
Rise: Mid Rise
Fiber Content: 78% Polyester, 22% Recycled Polyester","""Black"" "
Arizona Mens Denim Shirt Jacket,$34.99,"You'll love this Arizona men's denim shirt jacket for its on-trend hue and classic structured silhouette. Made from 100% cotton, this long-sleeve jacket has a button-front closure and two chest slip pockets. Layer it over a tee with jeans or pants.
Closure Type: Button
Pockets: 2 Chest Slip Pockets
Sleeve Length: Long Sleeve
Fiber Content: 100% Cotton
Coat Style: Shirt Jackets
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Slate"" "
Wrangler Mens Stretch Fabric Cargo Short,$49,"Wrangler cargo short comes in a relaxed fit with a 10. 5"" inseam. Stretch twill.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric
Closure Type: Zipper, Button
Fit: Relaxed Fit
Pockets: 2 Front Slip Pockets, 2 Back Slip Pockets, 2 Cargo Side Pockets
Rise: At Waist
Short Length: Mid Length
Fiber Content: 98% Cotton, 2% Spandex
Fabric Description: Twill
Inseam: 10 1/2 In
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Smoked Pearl"" "
Haggar® The Active Series™ City Flex Cotton Traveler Mens Straight Fit Flat Front Pant,$75,"Introducing the active series™ city flex™ 5-pocket. This slim-straight fit pant features an active flex™ waistband that flexes 2 inches, 5 pocket design, and 4-way stretch cotton fabric (94% cotton, 6% elastane). With the combination of comfort and performance, the active series™ will become the favorite choice of the weekend – and weekday – warriors everywhere.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric, Comfort Waistband
Closure Type: Button & Zipper
Fit: Straight Fit
Pockets: 2 Front Slip Pockets, 1 Front Coin Pocket, 2 Back Slip Pockets
Rise: At Waist
Fiber Content: 94% Cotton, 6% Elastane
Fabric Description: Woven","""Khaki"" , ""Black"" , ""Raven"" , ""Med Grey"" "
Stetson Mens Safari Hat,$39,"Features: Breathable
Base Material: 71% Nylon, 29% Polyester
Care: Spot Clean
Brim Width: 3 1/2 Inch
Country of Origin: Imported","""Khaki"" "
Van Heusen Big and Tall Ultra Flex Mens Regular Fit Wrinkle Free Long Sleeve Dress Shirt,$25.99,"Features: Wrinkle Resistant, Stretch Fabric, Wrinkle Free, Stretch Collar
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Fiber Content: 65% Cotton, 33% Recycled Polyester, 2% Elastane
Fabric Description: Woven
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Glass Blue"" , ""Orchid"" , ""Lavender"" "
Hanes Mens Short Sleeve Polo Shirt,$32,"Closure Type: Button, Pullover Head
Fit: Classic Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Polyester
Fabric Description: Jersey
Collar: Spread Collar
Care: Machine Wash, Tumble Dry
Material: Polyester
Country of Origin: Imported","""Deep Red"" , ""Black"" , ""Deep Royal"" , ""Graphite"" , ""Navy"" , ""White"" "
Opposuits Mens Golden Geo Star Suit & Tie Set,$109.99,"Shine bright with style when wearing this three-piece men's suit set from Opposuits is made from breathable woven fabric with an all-over golden metallic star design. It includes a single-breasted blazer with notch lapels, slim-leg pants with side slip pockets, and a button-zip fly, plus a matching clip-on tie. Style it with a crisp button-down with sneakers.
# Pieces In Set: 3
Included: 1 Tie(s)
1st Piece Description: Blazer
1st Piece Collar: Notch Lapel
1st Piece Front Style: Single Breasted
1st Piece Pockets: 2 Front Flap Pocket(s), 1 Chest Slip Pocket(s)
1st Piece Fabric: Woven
1st Piece Fiber Content: 100% Polyester
1st Piece Lining Material: Polyester","""Black"" "
Vintage Leather Nappa Aviator Jacket with Zip Out Lining,$300,"Unleash your inner aviator with our timeless leather pilot jacket. Combining rugged durability with sleek sophistication, this jacket is designed to make a bold statement while offering unmatched comfort and style. Whether you're navigating city streets or exploring new horizons, our leather pilot jacket is your perfect companion.
Features: Elastic Bottom
Closure Type: Zipper
Pockets: 2 Front Slip Pockets
Sleeve Length: Long Sleeve
Warmth Factor: Heavyweight
Outerwear Length: Mid
Fiber Content: 100% Leather
Fabric Description: Leather
Filling Content: 100% Polyester
Lining Material: Polyester","""Vintage Brown"" "
Cubavera Mens Regular Fit Short Sleeve Button-Down Shirt,$59.99,"A sharp addition to your casual wardrobe, this Cubavera men's tropical shirt is crafted from soft 100% viscose fabric that has a lightly textured surface. The short sleeve button-up shirt features a lively tropical leaf and parrot print, capturing the vibrant energy of island life. This short sleeve button-down shirt effortlessly combines comfort, style, and a touch of exotic charm, making it a standout choice for any relaxing weekend get-together.
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Apparel Length: 28.5 Inches - Back
Fiber Content: 100% Viscose
Fabric Description: Woven
Collar: Point Collar","""Brilliant White"" "
Stafford Mens Boxers,$14,"Refresh your everyday essentials with these Stafford men's boxers. They're made from 100% cotton that is shrink-resistant for all-day comfort and a great fit and feature a comfort waistband, a button-fly, flat seams, and are tag-free.
Features: Shrink Resistant, Tag Free, Flat Seams, Button Fly, Comfort Waistband
Fiber Content: 100% Cotton
Fabric Description: Knit
Care: Tumble Dry, Machine Wash
Material: Cotton
Country of Origin: Imported","""Blue Neat"" "
adidas Mens Crew Neck Short Sleeve T-Shirt Big and Tall,$18.75,"Features: Tag Free
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Recycled Polyester
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Med Grey Htr White"" "
Wrangler® Original Fit Cowboy Jeans,$36.99,"No task is too tough for these durable original cowboy jeans with classic crease.
sits at waist
logo tab on right back pocket
cotton
washable
imported
Features: Fly Front
Closure Type: Button & Zipper
Pockets: 2 Back Slip Pockets, 2 Front Slip Pockets
Rise: At Waist
Fiber Content: 100% Cotton
Fabric Description: Denim
Inseam: 30 In, 32 In, 34 In, 36 In
Care: Machine Wash, Tumble Dry","""Bleached"" , ""Rigid Indigo"" "
Haggar Mens Camouflage Stretch Fabric Slim Fit Tuxedo Jacket,$280,"Features: Piped, Stretch Fabric
Closure Type: Button
Fit: Slim Fit
Pockets: 2 Front Slip Pockets
Sleeve Length: Long Sleeve
Fiber Content: 82% Polyester, 15% Rayon, 3% Elastane
Fabric Description: Jacquard
Lining: Unlined
Collar: Peak Lapel
Care: Dry Clean Only
Country of Origin: Imported","""Royal"" "
