Title,Actual Price,Description,Available Colors
Hanes Sport X-Temp Air Mesh Mens 4 Pack Boxer Briefs,$40,"Here are high performance boxer briefs for rigorous workouts or days that just feel like one long session at the gym. Hanes® Sport stretch boxer briefs are made of lightweight cooling mesh for exceptional comfort. This lightweight underwear is made with 4-way stretch fabric infused with Hanes® X-Temp™ technology, designed to adapt to your temperature for all-day comfort. Along with this lightweight, moisture-wicking mesh fabric, these sleek, fitted boxer briefs offer Hanes® Fresh IQ™ advanced odor protection technology that attacks odor-causing bacteria for a fresh feel. This airy mesh boxer brief underwear offers extra moisture-wicking at the stretch logo waistband, plus tagless styling for no-itch comfort and the convenience of an assorted 4-pack.
# Pieces In Set: 4-Pack
Features: Odor Resistant, Breathable, Moisture Wicking, Multi-Pack, Tag Free, Stretch Fabric, Flat Seams, Cooling, Antimicrobial, Fly Front, Comfort Waistband, Regulate Temperature","""Turquoise Green"" , ""Black Gray Blue"" "
J. Ferrar Mens Short Sleeve T-Shirt,$17.99,"The perfect t-shirt can be an endless search, but with J. Ferrar's crew neck, your search is over. Cut for a relaxed fit from a soft cotton-jersey, it's tag-free for added comfort and has quick-dry properties. This tee works solo or as a base layer.
Features: Quick Dry, Tag Free, Stretch Fabric, Easy Care
Closure Type: Pullover Head
Fit: Slim Fit
Sleeve Length: Short Sleeve
Fiber Content: 56% Cotton, 37% Modal, 7% Elastane
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""White"" , ""Black"" "
New!Mens Scoop Neck Tank Top,$10.50,"Closure Type: Pullover Head
Fit: Relaxed Fit
Neckline: Scoop Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Sleeveless
Apparel Length: 30.5 Inches
Fiber Content: 60% Cotton, 40% Polyester
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Tea"" , ""Sandshell"" , ""Black"" , ""Blue Indigo"" "
Stafford Coolmax All Season Ecomade Mens Classic Fit Suit Vest,$100,"Constructed with Stafford's Coolmax technology, this men's suit vest is an essential part of any suiting collection and will keep you comfortable throughout the seasons. Made from a stretch wool blend, this lined sleeveless vest is cut for a classic-fit with a button closure and front slip pockets. Style it with the matching suit pants and jacket.
Features: Moisture Wicking, Lined
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Front Slip Pockets
Sleeve Length: Long Sleeve
Fiber Content: 51% Wool, 47% Polyester, 2% Spandex
Fabric Description: Woven
Lining: Lined
Lining Material: Polyester
Care: Dry Clean Only","""Charcoal"" "
Stafford Coolmax Oxford Mens Regular Fit Long Sleeve Button-Down Shirt,$44.99,"Deemed a Gotta-Have-It item for value you can count on every day! Style and performance meet in this Stafford Coolmax men's oxford shirt. This long-sleeve button-down is cut for a regular-fit from a recycled cotton-blend in an ultra-fine houndstooth pattern for a stylish finish and it has a chest pocket. Team it with a pair of suit pants.
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 32 Inches
Fiber Content: 60% Cotton, 40% Recycled Polyester
Fabric Description: Oxford
Collar: Button Down Collar","""Coral Ht"" "
Xersion Mens Crew Neck Short Sleeve T-Shirt Big and Tall,$20.99,"Every workout wardrobe needs an array of t-shirts like this Xersion men's big and tall short-sleeve style. Made from a soft recycled stretch-jersey that's quick-drying, this pullover tee has a classic crew neckline. Wear it with shorts or pants year-round.
Features: Quick Dry, Stretch Fabric
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Apparel Length: 29 Inches
Fiber Content: 62% Recycled Polyester, 33% Rayon, 5% Spandex
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Signature Navy"" , ""Monument Gray"" , ""Black"" , ""Peaceful Blue"" "
Lee® Sur Men’s Belted Cargo Shorts,$32.99,"Front Style: Flat Front
Features: Fly Front, Stretch Fabric, Belted
Closure Type: Button
Fit: Loose Fit
Pockets: 2 Front Slip Pockets, 2 Back Slip Pockets, 2 Cargo Side Pockets
Rise: At Waist
Short Length: Long Length
Fiber Content: 73% Cotton, 24% Nylon, 3% Spandex
Fabric Description: Canvas
Inseam: 15 In
Care: Machine Wash
Country of Origin: Imported","""Nomad"" , ""Black"" , ""Anthracite"" "
Stafford Satin Solid Tie,$34,"The Stafford Sateen Solid Tie is meticulously crafted for timeless elegance and impeccable quality, ensuring you exude sophistication with every wear. Crafted from premium sateen fabric, this tie offers not only a luxurious feel but also durability and a subtle sheen that enhances any look. Its sleek design and impeccable craftsmanship make it a versatile accessory, perfect for elevating any ensemble with effortless refinement. Pair it with a tailored suit in charcoal or navy for a formal occasion or dress it down with a crisp white shirt and trousers for a more relaxed yet refined look.
Measurements: 3 Width/Inches, 58 Length/Inches
Base Material: 100% Polyester
Fabric Description: Woven
Lining Material: Polyester
Care: Spot Clean
Tie Width: Classic Width Tie","""Black Sateen"" , ""Charcoal Sateen"" , ""Navy Sateen"" , ""Red Sateen"" , ""White Sateen"" , ""Blue Sateen"" , ""Yellow Sateen"" , ""Pink Sateen"" , ""Hunter Sateen"" , ""Purple Sateen"" , ""Powder Pink Sateen"" , ""Maize Sateen"" , ""Burgundy Sateen"" , ""Rose Sateen"" , ""Platinum Sateen"" , ""Ecru Sateen"" , ""Royal Sateen"" , ""Aqua Sateen"" , ""Periwinkle Sateen"" , ""Cream"" , ""Light Green"" , ""Hot Pink"" , <li class=""pAB7b ZJnQ-"" data-automation-id=""list-item-22""><button type=""button"" class=""LmXbm _3x83p wDz7z yJB3x PI6hD xMnR5 GW-hU d4AAW Qlzj1 jzWX1 EN8V4 iTEh- pNS1l sZu02""><span>+3</span></button></li>"
Levi's® Big and Tall Mens 541™ Straight Leg Tapered Leg Jean,$69.50,"The perfect fit for muscular builds. Our 541 Athletic Taper gives you more room in the thigh and seat for comfort and mobility, but starts to taper at the knee down to the ankle for a sharp, streamlined aesthetic. The end result? A contemporary look with a relaxed feel and a slightly tailored finish.
Levis Style: 541
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Front Slip Pockets, 2 Back Slip Pockets, 1 Front Coin Pocket
Rise: At Waist
Fiber Content: 99% Cotton, 1% Elastane
Fabric Description: Denim
Inseam: 38 In, 30 In, 32 In, 29 In, 34 In, 36 In
Care: Machine Wash, Dry Flat","""White"" , ""Caraway Cruz Twill"" , ""Cleaner"" , ""Manzanita Subtle"" "
J. Ferrar Mens Knit Stretch Fabric Super Slim Fit Sport Coat,$99.99,"This men's sport coat from J. Ferrar's is tailored for a slim-fit from a stretch woven-blend that provides added comfort. Its single-breasted design has a classic 2-button closure, a chest welt pocket, side flap pockets, and an inner slip pocket. Wear yours with a t-shirt and chinos for casual suiting.
Front Style: Single Breasted
Features: Stretch Fabric, Lined
Closure Type: Button
Fit: Super Slim Fit
Pockets: 1 Chest Slip Pocket, 1 Inside Button Pocket, 2 Front Flap Pockets
Sleeve Length: Long Sleeve
Apparel Length: 30 Inches
Fiber Content: 55% Rayon, 41% Nylon, 4% Elastane
Fabric Description: Woven","""Charcoal"" , ""Black"" , ""Navy"" "
U.S. Polo Assn. Stretch Mens V Neck Short Sleeve T-Shirt,$16.99,"Fabric Content: Dark Grey Heather - 57% Cotton, 38% Polyester, 5% Spandex
Features: Stretch Fabric, Embroidered
Closure Type: Pullover Head
Fit: Classic Fit
Neckline: V Neck
Sleeve Length: Short Sleeve
Fiber Content: 95% Cotton, 5% Spandex
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Dark Grey Heather"" , ""Black"" , ""Engine Red"" , ""Classic Navy"" , ""White"" "
mutual weave Mens Pull On Cargo Pant,$60,"These men's cotton pull-on cargo pants from mutual weave offer both comfort and utility, perfect for casual outings or weekend adventures. They're cut for a regular-fit with a straight-leg design, a flat front, an elastic-waist, and front, back, and side cargo pockets. Style them with a t-shirt and sneakers.
Front Style: Flat Front
Closure Type: Full Elastic
Fit: Regular Fit
Pockets: 2 Cargo Side Pockets, 2 Front Slip Pockets, 2 Back Slip Pockets
Rise: At Waist
Fiber Content: 98% Cotton, 2% Polyester
Fabric Description: Denim
Inseam: 32 In
Leg Style: Straight Leg","""Tannin"" , ""Hutchinson Green"" , ""India Ink"" "
Dickies Heavyweight Mens Crew Neck Short Sleeve Pocket T-Shirt,$16.99,"This Dickies men's short sleeve t-shirt is a comfy everyday essential you'll want to have in your wardrobe for work and casual outings. Made from a soft cotton-knit, this pullover tee has a classic crew neckline and a chest pocket with the brand's tag embroidered. Style it with a pair of work pants or jeans.
Features: Tag Free
Arc Thermal Performance Value (atpv): Not_applicable
Closure Type: Pullover Head
Fit: Regular Fit
Industry: Construction
Neckline: Crew Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 50% Polyester, 50% Cotton
Fabric Description: Knit","""Limoges Blue Hthr"" , ""Burgundy Heather"" , ""Choc Brown Heather"" , ""Baltic Blue Heathr"" , ""Brown Duck Heather"" , ""Mallard Green Hthr"" , ""Green Heather"" , ""Coronet Blue Hthr"" , ""Desert Sand Hthr"" , ""Black"" , ""Charcoal"" , ""Dark Navy"" , ""Heather Gray"" "
Arizona Mens Relaxed Taper Chino,$34.99,"Pull on this pair of Arizona men's relaxed-fit taper-leg chino pants when your day calls for laidback style. Cut from soft cotton-twill, they have a bit of stretch for added comfort and feature an elastic-drawstring waistband, multiple pockets for your on-the-go essentials, and drawcord cuffs- style yours with a tee and button-down shirt.
Front Style: Flat Front
Features: Stretch Fabric
Closure Type: Button & Zipper
Fit: Relaxed Fit
Pockets: 2 Front Slip Pockets, 1 Back Slip Pocket, 1 Back Button Pocket
Rise: Mid Rise
Fiber Content: 98% Cotton, 2% Elastane
Fabric Description: Twill, Chino
Inseam: 32 In","""Monk Brown"" , ""Black"" , ""Iron Gate"" "
Van Heusen Big and Tall Everyday Defense Mens Classic Fit Wrinkle Free Long Sleeve Dress Shirt,$54.99,"Features: Wrinkle Resistant, Stretch Fabric, Wrinkle Free
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Fiber Content: 54% Cotton, 40% Polyester, 6% Elastane
Fabric Description: Broadcloth
Collar: Spread Collar
Care: Machine Wash, Dry Flat
Country of Origin: Imported","""Opal"" , ""Lavender"" "
Champion Men's Workout Fleece Shorts - Big and Tall,$21,"These Champion men's big and tall shorts offer classic sporty style for your next workout. Made from a soft knit with compression properties, this short pair has side slip pockets and an elastic waist. Wear them with a t-shirt or tank top.
Front Style: Flat Front
Closure Type: Full Elastic
Fit: Regular Fit
Pockets: 2 Side Slip Pockets
Rise: At Waist
Short Length: Short Length
Fiber Content: 80% Cotton, 20% Polyester
Fabric Description: Fleece
Inseam: 10 In
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Black"" , ""Granite Hthr"" , ""Navy"" , ""Oxford Heather"" "
Levi's® Men's 514™ Straight Fit Pants,$59.99,"Looking for a fit that's not too relaxed and not too straight? You're in luck—the Levi's Men's 514 Straight Jeans hit that sweet spot. With their versatile, streamlined silhouette, they'll look just as good with a tee as they do with a button-up shirt.
Offered in Big & Tall in select finishes 
Levis Style: 514
Features: Fly Front
Closure Type: Button & Zipper
Pockets: 2 Back Slip Pockets, 2 Front Slip Pockets
Rise: Mid Rise
Fiber Content: 100% Cotton
Fabric Description: Twill
Inseam: 16 1/2 In
Care: Machine Wash, Tumble Dry
Jean Style: Straight Leg Jeans","""Chinchilla Twill"" , ""Caraway"" "
Stafford Signature Coolmax Birdseye Mens Slim Stretch Fabric Slim Fit Suit Jacket,$220,"Tailored in a classic-fit, this men's Birdseye blazer from Stafford's Signature collection is made with CoolMax technology woven into its moisture-wicking, recycled, stretch-wool fabric to keep you cool and comfortable throughout the seasons. This lined single-breasted suit jacket has a chest pocket, side slip pockets, and an inner slip pocket, complete with a two-button closure. Wear it with the matching suit pants for a complete formal look.
Front Style: Single Breasted
Features: Stretch Fabric, Interior Pockets, Lined
Closure Type: Button
Fit: Slim Fit
Pockets: 1 Chest Slip Pocket, 1 Inside Button Pocket, 2 Front Flap Pockets
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve","""Blue Birdseye"" "
J. Ferrar Big and Tall Mens Regular Fit Easy Care Stretch Fabric Long Sleeve Dress Shirt,$17.99,"J. Ferrar tailored this men's big and tall shirt with your silhouette in mind. It's cut for a regular-fit from a stretch woven fabric that's antimicrobial and it has a classic spread collar and long cuffed sleeves. Pair this easy-care button-down with everything from denim to suit pants.
Features: Antimicrobial, Stretch Fabric, Easy Care
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 36.5 Inches - Back
Fiber Content: 90% Polyester, 10% Spandex
Fabric Description: Woven
Collar: Spread Collar","""Burg Flor Geo"" , ""Blue Floral"" , ""Green Paisley"" , ""Blk Flor Geo"" "
J. Ferrar Mens Slim Classic Fit Suit Jacket,$129.99,"This pastel-hued men's suit jacket will make a sharp style impression at your next special occasion or event, especially in the warmer months. Crafted from a woven stretch recycled linen-blend that's wrinkle-free for easy wear and care, this lined single-breasted jacket has a classic-fit with multiple pockets, notch lapels, and a single button closure. Wear it with the matching pants and a dress shirt for a complete look.
Front Style: Single Breasted
Features: Wrinkle Resistant
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Front Flap Pockets, 1 Chest Slip Pocket, 1 Inside Button Pocket, 1 Inside Slip Pocket
Sleeve Length: Long Sleeve
Apparel Length: 28 Inches
Fiber Content: 38% Polyester, 30% Recycled Polyester, 24% Rayon, 7% Linen, 1% Spandex","""Neutral Pink"" "
Hanes 8 Pair Crew Socks Mens,$18,"BUILT FOR PERFORMANCE These men's crew socks from the Hanes Ultimate® collection deliver the comfort and athletic style you are looking for. Crafted with innovative X-Temp™ technology, they are designed to adapt to your temperature for all-day comfort. Advanced odor protection technology and moisture-wicking fabric keep your feet feeling cool and fresh. The classic crew style features all-over cushioning - so you can take on the day with ease. The best part? These comfortable men's socks are available in an 8-pack for one-and-done shopping.
# Pieces In Set: 8 Pair
Features: Cuffed, Cushioned, Reinforced Heel Support, Stretch Fabric, Moisture Wicking, Reinforced Toe & Heel, Multi-Pack, Odor Resistant
Shoe Size Range: 6-12
Fiber Content: 48% Polyester, 43% Cotton, 6% Rayon, 2% Spandex, 1% Nylon","""White"" , ""Black"" , ""White Black Grey"" "
Gold Toe Harrington 6 Pair Crew Socks Mens,$22,"The perfect casual crew sock for all-day wear, featuring Aquafx responsive cotton for dry, cool comfort.
Black- 76% combed cotton, 20% polyester, 3% spandex, 1% nylon
# Pieces In Set: 6 Pair
Features: Reinforced Toe & Heel
Shoe Size Range: 6-12 1/2
Fiber Content: 77% Cotton, 20% Polyester, 2% Spandex, 1% Nylon
Fabric Description: Knit
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Denim Chambray"" , ""Charcoal Black"" , ""Taupe Khaki Brown"" , ""Black"" , ""White"" "
New!Arizona Big and Tall Mens Crew Neck Short Sleeve T-Shirt,$19.99,"Closure Type: Pullover Head
Fit: Classic Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Apparel Length: 28.5 Inches
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Olive Stripe"" "
Xersion Big and Tall Performance Mens Long Sleeve Hoodie,$26.99,"Layer up in style for your workouts or a casual day with this Xersion men's big and tall hoodie. Made from a soft stretchy fabric that's quick drying, this long-sleeve hoodie has a front zip closure and multiple pockets for your essentials. Team yours with sweatpants.
Features: Quick Dry, Dri Fit
Closure Type: Zipper
Fit: Slim Fit
Neckline: Hooded Neck
Pockets: 2 Front Slip Pockets
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve
Apparel Length: 27.5 Inches
Fiber Content: 87% Polyester, 13% Spandex
Fabric Description: Interlock
Care: Tumble Dry, Machine Wash","""Signature Navy"" , ""Black"" "
Free Country Expedition Nylon Ripstop Mens Short Sleeve Button-Down Shirt,$46.99,"Stock up on stylish yet practical basics for your everyday wardrobe with this handy Free Country men's button-down. Made from a quick-dry, moisture-wicking ripstop to keep you dry and comfortable, this short-sleeve shirt also has a classic collared neck and two chest pockets. Style it with jeans and boots.
Features: Moisture Wicking, Quick Dry, Water Resistant
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 2 Chest Button Pockets, 1 Inside Coin Pocket
Sleeve Length: Short Sleeve
Fiber Content: 100% Nylon
Fabric Description: Ripstop, Woven
Collar: Spread Collar
Care: Machine Wash, Tumble Dry","""Storm Grey"" , ""Dried Sage"" , ""Grey Rock"" , ""Sand Dune"" "
New!Arizona Mens Loose Fit Pleated Chino,$34.99,"Front Style: Pleated Front
Features: Stretch Fabric, Button Fly
Closure Type: Button & Zipper
Fit: Loose Fit
Pockets: 1 Back Button Pocket, 1 Back Slip Pocket, 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 98% Cotton, 2% Spandex
Fabric Description: Twill
Lining: Unlined
Inseam: 32 In
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""British Khaki"" , ""Mountain Trail"" , ""Phantom Gray"" "
IZOD Advantage Performance Mens Classic Fit Short Sleeve Polo Shirt,$55,"Sporty, classy, and made to move, this IZOD Men’s Polo that provides maximum comfort. Designed to wear on and off the tennis court, or everywhere in-between, the Advantage Polo is ready for whatever comes your way. 
Features: Breathable, Quick Dry, Uv Protection, Easy Care, Stretch Fabric
Closure Type: Pullover Head, Button
Fit: Classic Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Fiber Content: 60% Cotton, 40% Polyester
Fabric Description: Pique
Collar: Spread Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Green Spruce Strp"" , ""True Blue Strp"" , ""Cayenne Stripe"" "
IZOD Swingflex Elite Mens Classic Fit Short Sleeve Polo Shirt,$31.99,"Engineered to move with you through your swing on and off the course, our tailored fit polo is made from a smart fabric that is stretchy, moisture-wicking and breathable. This distinguished shirt has sewn-in collar stays, an even hem, two-button placket and upf 50 to protect against the sunny rays.
Features: Breathable, Moisture Wicking, Quick Dry, Easy Care, Uv Protection
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Fiber Content: 88% Polyester, 12% Spandex
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Navy Blazer Floral"" , ""Bright White Flrl"" , ""Brght White T Time"" , ""True Blue Flamingo"" "
St. John's Bay Breathable Performance Big and Tall Mens Classic Fit Short Sleeve Floral Button-Down Shirt,$34.99,"For a true style essential, try this St John's Bay men's performance big and tall short-sleeve shirt. Made from a floral patterned poplin blend that's breathable and quick-drying for easy care and wear in warmer temps, this button-down has a classic-fit with a button-down collar, a chest pocket, and a curved hem for layering over jeans or chino shorts.
Features: Breathable, Quick Dry, Easy Care
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 100% Polyester
Fabric Description: Poplin, Woven
Collar: Button Down Collar
Care: Machine Wash, Tumble Dry","""Cerulean Floral"" , ""Glacier Leaf"" "
Haggar® Mens Premium Stretch Classic Fit Denim Pant,$70,"Made with lightweight stretch fabric for hard-to-beat comfort, permanent crease and a hidden expandable waistband that expands up to 3"", these stretch denim trousers provide all day comfort.
Features: Stretch Fabric, Hidden Expandable Waistband expands up to 3"", Permanent Crease
Front Style: Flat Front
Features: Stretch Fabric, Fly Front
Closure Type: Button & Zipper
Fit: Classic Fit
Pockets: 2 Front Slip Pockets, 2 Back Button Pockets
Rise: At Waist
Fiber Content: 63% Cotton, 36% Polyester, 1% Spandex
Fabric Description: Denim
Inseam: 31 In, 38 In, 34 In, 30 In, 29 In, 32 In
Leg Style: Straight Leg","""Medium Wash Denim"" "
Cubavera Chambray Pintuck Mens Regular Fit Short Sleeve Panel Button-Down Shirt,$44.99,"For the casual go-to, pick up this Cubavera button-down shirt to look your best wherever you go. If it's vacation, a weekend around the house or a week night out, the dual-hued shirt with embroidered panels on each side fits the occasion. Chambray weaves together multiple colors of fabric to create a mottled, two-toned appearance and a classic fit finishes the shirt with a relaxed cut that's fuller through the chest and waist.
Features: Pintucked
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Sleeve Style: Cuffed Sleeve
Fiber Content: 100% Polyester
Fabric Description: Chambray","""Delphinium Blue"" , ""Steeple Gray"" , ""Reseda"" , ""Dress Blues"" "
