Title,Actual Price,Description,Available Colors
J. Ferrar Slim Ultra Comfort Mens Slim Fit Stretch Fabric Wrinkle Free Long Sleeve Dress Shirt,$39.99,"Deemed a Gotta-Have-It item for value you can count on every day! Compliment a tailored look with this men's button-down dress shirt from the J. Ferrar Ultra Comfort collection. Cut in a slim-fit, it's made from a recycled stretch-cotton poplin that's wrinkle-free, and it has a point collar, long sleeves, and button cuffs. Wear it with tailored pants and loafers.
Features: Wrinkle Resistant, Stretch Fabric, Wrinkle Free
Closure Type: Button
Fit: Slim Fit
Neckline: Collar Neck
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 31 Inches - Back
Fiber Content: 63% Cotton, 33% Recycled Polyester, 4% Spandex
Fabric Description: Poplin","""Pink Dobby"" , ""Burgundy"" "
St. John's Bay Performance Mens Slim Fit Short Sleeve Button-Down Shirt,$29.99,"This versatile, wrinkle free oxford men�s short-sleeve button-down shirt from St. John�s Bay ticks all the boxes in terms of style and function. Made from soft, woven cotton, it features wrinkle-resistant and quick-dry technology, an always-in-style classic-fit, a button collar, convenient chest slip pocket, and a curved hem.
Features: Breathable, Quick Dry, Wrinkle Resistant, Stretch Fabric, Easy Care, Wrinkle Free
Closure Type: Button
Fit: Slim Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Apparel Length: 31 Inches - Back
Fiber Content: 94% Polyester, 6% Spandex
Fabric Description: Plain Weave","""True Navy Check"" , ""Blue Rose Plaid"" , ""Blue Gingham"" , ""Estate Blue Plaid"" , ""Blue Rose Gingham"" , ""Fresh Rose Multi"" , ""Tanager Turq Plaid"" "
Stafford Mens Moisture Wicking Regular Fit Short Sleeve Button-Down Shirt,$24.99,"Features: Moisture Wicking, Wrinkle Resistant, Stretch Fabric, Wrinkle Free, Antimicrobial, Stretch Collar
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Apparel Length: 30 Inches - Back
Fiber Content: 67% Cotton, 29% Recycled Polyester, 4% Spandex
Fabric Description: Poplin
Collar: Point Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Navy Chambray"" "
Wrangler® Mens Stretch Fabric Slim Fit Bootcut Jean,$41.99,"Designed to go with everything in your closet. Wrangler’s slim-fit bootcut jean provides the perfect mix of style and comfort. The bootcut jeans are crafted from a comfortable cotton blend with just a touch of stretch for added comfort. They feature a five-pocket construction, “w” embroidery, a slim fit through the thigh, and a bootcut leg opening that looks great with any shoe.
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Front Slip Pockets, 1 Back Slip Pocket, 1 Front Coin Pocket
Rise: At Waist
Fiber Content: 83% Cotton, 16% Polyester, 1% Spandex
Fabric Description: Denim
Inseam: 30 In, 32 In, 34 In
Care: Tumble Dry, Machine Wash","""Bleach Tint"" , ""Dark Mid Wash"" , ""Light Wash"" "
New!Mens Short Sleeve Five Nights at Freddys Graphic T-Shirt,$15.99,"Character: Five Nights At Freddys
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Apparel Length: 29 Inches
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Black"" "
Big and Tall Mens Crew Neck Short Sleeve Regular Fit Avengers Graphic T-Shirt,$19.99,"Avengers, assemble! Grab your cape and this officially licensed Marvel Men's Big & Tall Crew Neck Short Sleeve Regular Fit Teal Graphic T-Shirt! A sleek Avengers ""A"" is printed in a cool metallic style across this Marvel tee that is the perfect way to get that heroic fashion!
Character: Avengers
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Teal"" "
Shaquille O'Neal XLG Heiq Big Mens 3 Pack Boxer Briefs,$40,"Stock your essentials drawer with this 3-pack of men's boxer briefs from the Shaquille O'Neal XLG big and tall collection. They're made from a stretch jersey cotton-blend with cooling technology and an elastic-waist ensuring comfortable and breathable all-day wear.
# Pieces In Set: 3-Pack
Features: Multi-Pack, Stretch Fabric, Cooling
Closure Type: Elastic
Fiber Content: 92% Cotton, 8% Spandex
Fabric Description: Jersey
Inseam: 6 In
Care: Machine Wash, Tumble Dry
Material: Cotton
Country of Origin: Imported","""White"" , ""Black Gray"" , ""Olive Geo"" , ""Red Multi"" "
Hanes Freshiq Comfortflex Mens 6 Pack Boxer Briefs,$42,"Hanes® men’s blue label boxer briefs are crafted from stretchable cotton for move-with-you comfort. Built with a ComfortFlex® waistband, the pinch-free style allows you to move freely and easily. FreshIQ™ advanced odor protection eliminates foul odors so you can remain fresh throughout the day. A no-ride-up design and Tagless® interior are just a few reasons to love this flexible style. Available in a convenient 6-pack, giving you even more comfortable options.
# Pieces In Set: 6-Pack
Features: Odor Resistant, Multi-Pack, Tag Free, Comfort Waistband, Fly Front
Fiber Content: 100% Cotton
Fabric Description: Knit
Care: Machine Wash
Material: Cotton
Country of Origin: Imported","""Assorted"" "
New!Van Heusen Mens Regular Fit Short Sleeve Plaid Button-Down Shirt,$29.99,"Armhole and collar are specially treated to stay smooth. Contrast side seam gusset and inside collar band.
Features: Stain Resistant, Stretch Fabric, Wrinkle Free
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 65% Cotton, 31% Recycled Polyester, 4% Elastane
Fabric Description: Woven
Collar: Point Collar
Care: Machine Wash
Country of Origin: Imported","""Brilliant White"" "
Jockey Active Microfiber Mens 3 Pack Boxer Briefs,$36,"For an eco-friendly twist on a comfy favorite, try the Jockey® Active Microfiber Eco Boxer Brief. Made with recycled polyester, this lightweight underwear is not only stretchy and smooth, but boasts 90% recycled polyester for fabric that feels good and does good for the planet. This pair features moisture-wicking fabric to help keep you cool and dry while antimicrobial fabric helps fight odor. Plus, it's been enhanced with StayNew® technology to keep it looking and feeling new, wash after wash. The keyhole fly adds convenience while the tag-free design offers all-day comfort.
# Pieces In Set: 3-Pack
Features: Odor Resistant, Moisture Wicking, Multi-Pack, Stretch Fabric, Tag Free, Fly Front, Antimicrobial, Comfort Waistband, Quick Dry, Cooling
Fiber Content: 90% Polyester, 10% Spandex
Fabric Description: Knit","""Blue Camo"" , ""Black"" "
Xersion Run 6 Inch Mens Moisture Wicking Workout Shorts,$20.99,"These comfortable Xersion men's workout shorts will be your new go-to for the gym. Made from a recycled woven-blend that's moisture-wicking and quick-drying to keep you cool, these shorts have a flat front elastic waist, and multiple pockets to stow your essentials, and side slits for added breathability. Pair it with a t-shirt and hoodie.
Front Style: Flat Front
Features: Breathable, Dri Fit, Moisture Wicking, Quick Dry, Stretch Fabric
Closure Type: Full Elastic
Fit: Regular Fit
Pockets: 2 Side Slip Pockets, 1 Side Zip Pocket
Rise: At Waist
Short Length: Short Length
Fiber Content: 48% Polyester, 38% Recycled Polyester, 14% Spandex
Fabric Description: Plain Weave","""Black"" , ""Vibrant Coral"" , ""Lime Blossom Hthr"" , ""Heather Gray"" , ""Artisan Wine"" , ""Western Blue"" , ""Flame Scarlet"" "
Shaquille O'Neal XLG Mens Big and Tall Plaid Stretch Fabric Classic Fit Suit Pants,$90,"This pair of suit pants from Shaquille O�Neal XLG men�s big and tall collection is designed to keep you sharp and on trend thanks to its plaid pattern and straight-leg silhouette. These trousers incorporate a stretch woven fabric for comfort and flexibility. They include a hook-and-eye and zip closure, along with side and back pockets. Wear them with the matching blazer and a button-down for a complete look.
Front Style: Flat Front
Features: Fly Front, Lined, Adjustable Waist, Stretch Fabric
Closure Type: Button W/Hook&eye, Zipper
Fit: Classic Fit
Pockets: 2 Side Slip Pockets, 2 Back Button Pockets
Rise: At Waist
Fiber Content: 68% Polyester, 29% Rayon, 3% Elastane
Fabric Description: Woven
Lining: Partially Lined","""Grey Blue"" "
Xersion Everultra-Lite Ever Ultra Mens Sleeveless Hoodie,$23.99,"Cover up for workouts in style with this Xersion EverUltra Lite men's sleeveless hoodie. Made from a stretch fabric with moisture-wicking properties, QuickDri technology, and 4-way stretch for all-day comfort, this pullover has a hooded neck. Style it with track pants.
Features: Quick Dry, Moisture Wicking, Dri Fit
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Hooded Neck
Sleeve Length: Sleeveless
Apparel Length: 28 Inches
Fiber Content: 87% Polyester, 13% Spandex
Fabric Description: Interlock
Care: Tumble Dry, Machine Wash
Material: Polyester Blend
Country of Origin: Imported","""Black"" , ""Signature Navy"" "
Savane Eco Tech Heather Mens Slim Fit Flat Front Pant,$80,"Tailor your everyday style with this pair of straight-leg pants from the Savane Eco Tech collection. This slim-fit pant is made from a stretch woven fabric with recycled materials and moisture-wicking properties to keep you cool, is perfect for the office or a business outing. They are complete with a button-zip fly and side and back pockets.
Front Style: Flat Front
Features: Moisture Wicking, Stretch Fabric
Closure Type: Button & Zipper
Fit: Slim Fit
Pockets: 2 Back Button Pockets, 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 33% Viscose, 33% Polyester, 30% Recycled Polyester, 4% Elastane
Fabric Description: Woven
Inseam: Average","""Navy"" , ""Black"" , ""Charcoal"" , ""Light Grey"" "
Champion Mens Tapered Sweatpant Big and Tall,$30,"Crafted for comfort and perfect to lounge or wear on an off-duty day, this pair of versatile men's sweatpants from Champion's big and tall collection. They are made from soft cotton-knit with an elastic-drawstring waist, side slip pockets, and cinch-elastic cuffs for a stay-in-place fit.
Front Style: Flat Front
Features: Drawstring
Closure Type: Drawstring
Fit: Athletic Fit
Pockets: 2 Side Slip Pockets
Rise: At Waist
Base Material: 100% Polyester
Fiber Content: 75% Cotton, 25% Polyester
Fabric Description: Elastane
Lining: Unlined","""Granite Hthr"" , ""Black"" , ""Navy"" , ""Oxford Heather"" "
J. Ferrar Satin Solid Tie Set,$34,"The J. Ferrar Tie and Tie Bar is designed to make you look your best. The two piece set offers fashion at a value. Wear them together or separate, they will complete your dressy look.
# Pieces In Set: 2
Included: 1 Tie Bar(s)
Measurements: 58 Length/Inches
Base Material: 100% Polyester
Fabric Description: Satin
Lining Material: Polyester
Care: Dry Clean Only
Tie Width: Narrow Width Tie
Country of Origin: Imported","""Coral"" , ""Black"" , ""Cobalt"" , ""Navy"" , ""Red"" , ""Wine"" , ""Silver"" , ""Pink"" , ""Lilac"" , ""Turquoise"" , ""White"" , ""Yellow"" , ""Hunter"" , ""Plum"" "
New!Stafford Mens Plaid Classic Fit Suit Pants,$120,"Front Style: Flat Front
Closure Type: Zipper, Button, Hook & Eye
Fit: Classic Fit
Pockets: 2 Side Slip Pockets, 2 Back Button Pockets
Rise: At Waist
Apparel Length: 50 Inches
Fiber Content: 51% Wool, 27% Polyester, 20% Recycled Polyester, 2% Spandex
Fabric Description: Woven
Lining: Unlined
Inseam: 38 In
Leg Style: Straight Leg
Care: Dry Clean Only
Material: Polyester Blend
Country of Origin: Imported","""Md Plaid Blue"" "
New!adidas Big and Tall Mens Short Sleeve Polo Shirt,$30,"Features: Piped
Closure Type: Button, Pullover Head
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Apparel Length: 29 Inches
Fiber Content: 100% Cotton
Fabric Description: Pique
Collar: Spread Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Black"" "
IZOD Sunshield Performance Mens Classic Fit Short Sleeve Pocket Polo Shirt,$26.99,"Engineered for everything under the sun. This lightweight, breathable polo has all the performance comfort of quick-drying fabric with upf-30 sun protection along with refined styling. The classic fit, short sleeve shirt is finished with a point collar and mesh back for ventilation and cooling.
Features: Breathable, Moisture Wicking, Quick Dry, Uv Protection, Stretch Fabric, Easy Care
Closure Type: Pullover Head, Button
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 100% Polyester
Fabric Description: Knit
Collar: Spread Collar","""Bright White Print"" , ""Rapture Rose Print"" , ""Limpet Shell Print"" , ""Tangerine Print"" "
Big & Tall J.M. Haggar™ Tailored Fit Suit Separate Jacket,$240,"Discover unparalleled style, quality, and flexibility with the big & tall j. M. Haggar™ tailored fit suit separate jacket. Meticulously crafted from our finest fabric, with stretch seamlessly woven into the fibers, this refined two-button suit jacket exudes exceptional attention to detail. Featuring a notch lapel, flap pockets, and a fully-lined, piped interior, it is tailored for those who appreciate sophistication in every element. Versatile and sophisticated, wear it with or without the available matching dress pants to complete your distinguished ensemble.
Features: Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Front Flap Pockets, 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Fiber Content: 64% Polyester, 34% Viscose, 2% Elastane
Fabric Description: Woven","""Blue"" , ""Black"" "
Stafford Casual Dress Cotton 5 Pair Crew Socks Mens,$13.50,"# Pieces In Set: 5 Pair
Features: Moisture Wicking, Reinforced Toe & Heel
Shoe Size Range: 6 1/2-12
Fiber Content: 81% Cotton, 17% Polyester, 1% Spandex, 1% Rubber
Fabric Description: Knit
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Tan Blue"" , ""Black Gray"" "
Free Country Tech Jacquard Mens Short Sleeve Polo Shirt,$27.99,"Stock up on stylish yet practical basics for your weekend wardrobe with this Free Country men's polo shirt. Made from a breathable, moisture-wicking knit to keep you dry and comfortable all day, this short-sleeve shirt also has a classic collared neck and three-button placket. Style it with jeans or pants.
Features: Breathable, Moisture Wicking
Closure Type: Button, Pullover Head
Fit: Classic Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Polyester
Fabric Description: Knit, Jacquard
Collar: Spread Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Wine Gravity"" , ""Dried Sage"" , ""Compass Blue"" , ""Fog Grey"" "
Hanes Big Mens 4 Pack Boxers,$42,"Sized and scaled for you, Hanes Ultimate® Big Man Woven Boxers feature a classic, full-coverage fit for easygoing, all-day comfort. The ultra-soft Comfort Flex® waistband will not bind or pinch your skin, providing a comfortable fit around your mid-section. Made with Hanes Cool Comfort® fabric, this breathable men’s underwear features moisture-wicking technology so you’ll stay cooler and drier – no matter how hard you go. A smooth Tagless® interior adds an extra touch of comfort to Big & Tall men’s boxers that are designed with your ultimate comfort in mind. Available in a convenient 4-pack of classic plaid prints, so you can always keep a fresh pair of Hanes underwear on hand.
# Pieces In Set: 4-Pack
Features: Breathable, Moisture Wicking, Multi-Pack, Cooling, Tag Free, Fly Front
Fiber Content: 55% Cotton, 45% Polyester
Fabric Description: Woven","""Blue Red Plaid"" "
Haggar Smart Wash™ Tech Suit™ Mens Slim Fit Flat Front Pant,$100,"This reimagined slim-fit suit pant brings the comfort you know and loves while encompassing the technical design that makes this Haggar suit pant one of a kind with the added benefit of easy machine wash care and tumble dry. Smart wash™ is made for guys who want to look great without the hassle. This slim-fit pant features a hook & bar closure, off-seam front pockets, a single welt button through the back pocket, blind hem in a flat front silhouette. The 4-way stretch and active flex waistband make you forget you are even wearing a suit!
Front Style: Flat Front
Features: Stretch Fabric, Comfort Waistband, Shirt Gripper Waistband
Closure Type: Hook & Eye
Fit: Slim Fit
Pockets: 2 Side Slip Pockets, 2 Back Button Pockets
Rise: Mid Rise","""Midnight"" "
Van Heusen Big and Tall Mens Regular Fit Short Sleeve Polo Shirt,$36.99,"Stain shield; recycledpoly fabrication; soft touch; rib collar &placket; rib collar &placket; grosgrain necktape
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Fiber Content: 87% Cotton, 13% Recycled Polyester
Fabric Description: Knit
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Black Heather"" , ""Insignia Blue Hthr"" , ""Lantana Heather"" "
New!adidas Mens Short Sleeve Polo Shirt,$30,"Give your gym gear an upgrade in this Adidas polo shirt. Breathable knit fabric is comfortable and easy to move in. Aeroready technology absorbs moisture to keep you feeling dry and confident however intense your workout gets. This product is made with at least 70% recycled materials. By reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make. 
Features: Moisture Wicking
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Apparel Length: 29 Inches
Fiber Content: 100% Recycled Polyester
Fabric Description: Doubleknit","""Black"" , ""Blue Burst"" , ""Dark Blue"" , ""Bright Red"" , ""Semi Green Spark"" , ""Putty Mauve"" "
Xersion Ripstop 7 Inch Mens Moisture Wicking Workout Shorts,$20.99,"These Xersion men's workout shorts will be your new go-to for the gym. Made from a recycled blend that's moisture-wicking to keep you cool and dry during workouts, these mid-length shorts have a pleated front elastic-waistband and two side pockets to stow your essentials. Pair them with a t-shirt and hoodie.
Front Style: Flat Front
Features: Moisture Wicking, Water Resistant
Closure Type: Full Elastic
Fit: Regular Fit
Pockets: 2 Side Slip Pockets
Rise: At Waist
Short Length: Mid Length
Fiber Content: 55% Polyester, 45% Recycled Polyester
Fabric Description: Ripstop
Inseam: 7 In","""Signature Navy"" , ""Burnt Olive"" , ""Zydeco Red"" , ""Cherry Truffle"" , ""Blue Coral"" , ""Monument Gray"" , ""Black"" , ""Mango Juice"" , ""Burgundy Passion"" , ""Flame Scarlet"" "
J. Ferrar Mens Regular Fit Easy Care Stretch Fabric Long Sleeve Dress Shirt,$42.99,"Tailor your day in style, starting at the top with this men's extra tall geometric-print long-sleeve dress shirt by J. Ferrar. Cut for a regular-fit, this button-down is made from a comfortable woven stretch blend with antimicrobial technology for easy wear and care, plus it has a classic spread collar and button cuffs. Wear it with tailored pants and loafers.
Features: Antimicrobial, Easy Care, Stretch Fabric
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 35.5 Inches - Back
Fiber Content: 90% Polyester, 10% Spandex
Fabric Description: Woven
Collar: Spread Collar","""Blue Link Geo"" , ""Pink Floral Grid"" , ""Gy Pixel Geo"" , ""Grey Shadow Diamon"" , ""Teal Pixel Geo"" , ""Navy Floral Grid"" "
Haggar® Mens Iron Free Big and Tall Classic Fit Pleated Khaki Pant,$80,"This iron-free pant is made for the guy on the go. Featuring wrinkle-free, comfortable stretch fabric, this pant is ready to wear straight from the dryer. A convenient shirt gripper is an added feature to ensure you never look ""undone"". All fits include a hidden expandable waistband, which is designed to flex for a perfect fit.
Front Style: Pleated Front
Features: Wrinkle Resistant, Stretch Fabric, Wrinkle Free, Comfort Waistband, Easy Care
Closure Type: Button & Zipper
Fit: Classic Fit
Pockets: 2 Front Slip Pockets, 2 Back Button Pockets
Rise: At Waist
Fiber Content: 61% Cotton, 37% Polyester, 2% Spandex
Fabric Description: Woven
Lining: Unlined","""Dk Navy"" , ""Black"" , ""Dk Grey"" , ""Med Khaki"" "
Levi's® Men's 550™ Relaxed Tapered Fit Jean - Stretch,$59.99,"A comfortable classic, introduced in 1985 and loved ever since. After the '70s were over, things got more relaxed, including Levi's jeans. This pair features extra room throughout with a slight, tailor-like taper at the leg.
Levis Style: 550
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Back Slip Pockets, 2 Front Slip Pockets
Rise: At Waist
Fiber Content: 99% Cotton, 1% Elastane
Fabric Description: Denim
Inseam: 34 In, 32 In, 36 In, 30 In, 29 In
Care: Machine Wash, Tumble Dry
Jean Style: Relaxed Fit Jeans, Tapered Leg Jeans
Country of Origin: Imported","""Cliff"" , ""Feelin Left"" , ""Fremont Cafe"" "
mutual weave Stretch Mens Slim Fit Flat Front Pant,$34.99,"Choose this Mutual Weave men's slim-fit with flat-front pants for a wardrobe staple that stands the test of time. It's designed with stretch cotton-twill for comfort, a classic button-zip fly, and 5-pocket detailing. They'll look great styled with a button-down and boots.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric
Closure Type: Button, Zipper
Fit: Slim Fit
Pockets: 2 Back Slip Pockets, 2 Side Slip Pockets, 1 Front Coin Pocket
Rise: Mid Rise
Fiber Content: 98% Cotton, 2% Elastane
Fabric Description: Twill, Woven
Leg Style: Slim Leg
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Classic Tan"" , ""Ombre Blue"" , ""Toasted Coconut"" , ""Balsam"" , ""Pirate Black"" , ""Camo"" "
Haggar Premium Comfort Tailored Fit Tuxedo Jacket with Peak Lapel,$129.99,"This tailored fit tuxedo jacket has been designed to give you the custom tailored look without a trip to the tailor. Crafted with sustainable materials consisting of 78% polyester and 22% recycled polyester. This 2 button peak lapel tuxedo jacket provides the perfectly polished look. Additional design features include side vents, 4 sleeve button, 2 front flap pockets with piped interior and mesh gussets for breathability. This tuxedo jacket is the ideal finishing touch if you adore our premium comfort dress pant! 
Front Style: Single Breasted
Features: Breathable, Moisture Wicking, Wrinkle Resistant
Closure Type: Button
Fit: Regular Fit
Pockets: 2 Front Flap Pockets, 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Fiber Content: 78% Polyester, 22% Recycled Polyester","""Black"" "
